% Model:              biconAndDipole_box_12.31.21.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 1 2022, 14:38
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      abs(emw.Vport_1) (V)                              (emw.Vport_1) (V)
228                                               0.024297231271788306                              0.007392605053702158-0.02314529839934549i
228.5                                             0.022954113979561045                              0.005393844869465337-0.0223113824338794i
229                                               0.022045683255998715                              0.003461589709902422-0.021772219613629653i
229.5                                             0.022752974300467448                              0.0018085151976973142-0.022680985699422986i
230                                               0.02160261171203727                               6.918763850461385E-5-0.02160250091660056i
230.5                                             0.020752979742835784                              -0.0016070766261420202-0.02069066149073684i
231                                               0.02101186134008473                               -0.0034349636120719214-0.020729190576544206i
231.5                                             0.020845450641654228                              -0.005242270567544911-0.020175515154520714i
232                                               0.020700542258243082                              -0.0070913814591301175-0.01944800140853587i
232.5                                             0.020635307323893372                              -0.00901611620878564-0.01856139964714947i
233                                               0.020898661277343536                              -0.011181183189936326-0.017656024061442132i
233.5                                             0.05165570771384089                               -0.03485033172454558+0.03812829025942408i
234                                               0.01837439083597915                               -0.013371447491872475-0.012602485094829982i
234.5                                             0.018683933560099435                              -0.015400256100812788-0.010579295123380782i
235                                               0.018473467217498735                              -0.016818329832476497-0.00764282491504493i
235.5                                             0.017332673617952554                              -0.016929923316733094-0.0037147370345699568i
236                                               0.018292550008447383                              -0.01829168929132917-1.7745050302014757E-4i
236.5                                             0.017210165182652466                              -0.016639868841908653+0.004393694406562743i
237                                               0.01600860554827102                               -0.01364612584885137+0.00837010758099585i
237.5                                             0.01492995610090388                               -0.00975487916145409+0.011302474141547317i
238                                               0.014310532266715659                              -0.005607668064940629+0.013166069748795767i
238.5                                             0.01510170398794516                               -0.0015523107714080523+0.015021710775024571i
239                                               0.02084584621035929                               0.004201489749589655+0.020418050546270175i
239.5                                             0.029449298069076906                              0.014265804265638223+0.025763306958071882i
240                                               0.13488972834580296                               0.11800142872829321-0.0653521356291136i
240.5                                             0.16418521091435262                               0.05231874764999115-0.15562625783371842i
241                                               0.0267348178478812                                -0.01698092484363758-0.020649423159355303i
241.5                                             0.016362606856616918                              -0.012821868655936628-0.010165362133938798i
242                                               0.011954864758917981                              -0.010454386294217929-0.005798672142420832i
242.5                                             0.009311452983970455                              -0.008697743201375395-0.003324517991471904i
243                                               0.0062721823720607054                             -0.006083042201362777-0.0015286822053090577i
243.5                                             0.006791895849829178                              -0.006739926840852958-8.385913276898864E-4i
244                                               0.0015993830356798397                             0.0014261665795418852+7.239302329770867E-4i
244.5                                             0.003916948435478858                              -0.0039087390797177025+2.5346371118540494E-4i
245                                               0.0032777614741579687                             -0.0032384115297263527+5.063704628131893E-4i
245.5                                             0.002666551557652328                              -0.0025908712789848203+6.30779854901549E-4i
246                                               0.0027009199831829903                             -0.002523755188024354+9.620958925582018E-4i
246.5                                             0.0014430333106065936                             -0.0013410441404911647+5.328656010426446E-4i
247                                               0.002208497857292839                              0.0021924274647234453-2.659409663692042E-4i
247.5                                             3.6587466099232617E-4                             -3.228620293050633E-4+1.7211733669002103E-4i
248                                               3.205389651464655E-5                              -2.85220051643934E-5+1.462694442369924E-5i
248.5                                             3.1459520481147147E-4                             2.5585938975495286E-4-1.8304675786419932E-4i
249                                               6.334827544359065E-4                              4.966238131058993E-4-3.932749527033978E-4i
249.5                                             9.385493781152369E-4                              7.067262992916476E-4-6.175863284189753E-4i
250                                               0.0012782162653685054                             9.235245717654651E-4-8.837076362678008E-4i
250.5                                             0.0019069140643146484                             0.0012830711512313788-0.0014106912027650827i
251                                               0.0017499237076475046                             0.0011525151473430818-0.0013167922454706148i
251.5                                             0.002844383582323068                              0.0016860176684707798-0.002290821334149253i
252                                               0.0018196377372461142                             0.0011081346649045724-0.0014433014443445242i
252.5                                             0.0024860379535577254                             0.001396126175943066-0.002056992077616264i
253                                               0.002282583543255879                              0.0012429340164627298-0.0019144980184535032i
253.5                                             0.002517486285420966                              0.0012920599547270907-0.0021606291376988513i
254                                               0.0027061745758815447                             0.0013067037210022444-0.0023697903326384273i
254.5                                             0.0028735422067598408                             0.0013034870130081567-0.0025608917237847618i
255                                               0.0030570877289105144                             0.0012943362410056947-0.0027695629758997167i
255.5                                             0.003194032760075398                              0.0012585137967598735-0.002935641036605108i
256                                               0.003362540543269516                              0.001245825830792335-0.003123235006281442i
256.5                                             0.003524844435171265                              0.0011796082092301828-0.003321603944613896i
257                                               0.003963066329295343                              0.0011546052786815366-0.003791145127904654i
257.5                                             0.00378321874085875                               0.0010463065212630172-0.003635654921021431i
258                                               0.003919600382094239                              9.657672623404851E-4-0.003798757790423689i
258.5                                             0.0036104121345936807                             7.786086842575644E-4-0.003525456608500522i
259                                               0.004329152778190679                              8.109826330862558E-4-0.004252513485663338i
259.5                                             0.004127219089264617                              6.564033505287811E-4-0.004074686742831263i
260                                               9.308508929856257E-4                              2.4295496951694262E-4-8.985857041813864E-4i
260.5                                             0.0061485723194301175                             6.099412198617737E-4-0.0061182442968204355i
261                                               0.006031186632641518                              3.9610813003673956E-4-0.006018165048174778i
261.5                                             0.006388852838148214                              2.0498389298589665E-4-0.0063855635766258585i
262                                               0.007302263894051103                              -3.7299755112957266E-5-0.007302168630388571i
262.5                                             0.05289517896688605                               -0.0232140870086713-0.0475290029591695i
263                                               0.005390761535058274                              -3.1565071582601224E-4-0.005381512292419516i
263.5                                             0.006564075758737172                              -6.48158984570779E-4-0.006531996670020673i
264                                               0.006765856582428386                              -8.467429780205237E-4-0.006712662781874452i
264.5                                             0.008581024734211285                              -0.001459612382426863-0.00845597523543039i
265                                               0.01410323464105495                               -0.003267467484695904-0.013719507410148053i
265.5                                             1.7813662082980333E-4                             -1.617762476059034E-4-7.457279256682397E-5i
266                                               0.005143576414884065                              -0.0014135615791520206-0.0049455254521331565i
266.5                                             0.006894690473269168                              -0.0022080251961639303-0.006531568070172266i
267                                               0.00848054675953543                               -0.003143453583477536-0.007876444179272085i
267.5                                             0.010160311053066381                              -0.004319402033832388-0.009196449682632288i
268                                               0.011705198908437834                              -0.005600955248201085-0.010278179887204883i
268.5                                             0.014291020853694951                              -0.007759871992004277-0.01200073596528361i
269                                               0.028757570817602017                              -0.020230951383530434-0.02043786890667966i
269.5                                             0.01926636915225451                               -0.013138986418603395-0.01409113253797223i
270                                               0.030091227069251582                              -0.02432266833503525-0.017716934034903802i
270.5                                             0.05626441828414929                               -0.05524835956736536-0.010644413087099807i
271                                               0.07326453362534827                               -0.028368811681374843+0.0675492591456522i
271.5                                             0.03249912786700399                               0.01167190643739028+0.03033084094173261i
272                                               0.017672130070867105                              0.010570111295191123+0.014162518435960406i
272.5                                             0.01081325546459301                               0.007911087268259853+0.007371647846752277i
273                                               0.006660807315372956                              0.005506044022964711+0.0037483107274745076i
273.5                                             0.003765564088706888                              0.003400806737239678+0.0016167827442498742i
274                                               0.0014535922348325684                             0.001394422499604122+4.1050734191160694E-4i
274.5                                             5.431031890397928E-4                              -5.398139976279898E-4-5.968183903065937E-5i
275                                               0.002371201572392157                              -0.002366816062005211+1.4414792939609786E-4i
275.5                                             0.0018055181246018966                             -0.0017443278367801145+4.660644763334315E-4i
276                                               0.00476220872590088                               -0.004357980974024923+0.0019200608790044282i
276.5                                             0.006039122375240991                              -0.005023063662778622+0.0033525856443660613i
277                                               0.007274907511958108                              -0.005298588808276199+0.004984900796240052i
277.5                                             0.007737751745006915                              -0.0047993571071290155+0.006069511794667489i
278                                               0.008912735963035686                              -0.004472184212533274+0.0077095026244212266i
278.5                                             0.008224283347297483                              -0.0033230983590970104+0.0075230215919138135i
279                                               0.009687389836940194                              -0.0027923985862474384+0.009276207845255272i
279.5                                             0.010766126970003584                              -0.0019471653140289752+0.010588580507985052i
280                                               0.012659734525924603                              -9.036809722758876E-4+0.012627439921347237i
280.5                                             0.006406132499522594                              4.006338602629224E-4+0.006393592582535301i
281                                               0.012178314256944359                              0.0011018534426034397+0.012128365806320207i
281.5                                             0.014767119510538534                              0.002788516582927085+0.014501447993399435i
282                                               0.012289263058648942                              0.0030322773563316403+0.01190929387322993i
282.5                                             0.016096580642826427                              0.0055090234783936815+0.01512450226306709i
283                                               0.018867426370969987                              0.008091469611900983+0.017044292223018728i
283.5                                             0.022738465560403643                              0.011775887862203205+0.01945163954782418i
284                                               0.05215202796091415                               0.037435845090176806+0.03630966156300905i
284.5                                             0.025923232024550796                              0.01782367923906607+0.01882366640645709i
285                                               0.020026114284025932                              0.012537774015383658+0.015615680454467484i
285.5                                             0.034823414830379394                              0.0279416782656559+0.02078299391683643i
286                                               0.0453150627495019                                0.040618288175917415+0.020090036775711043i
286.5                                             0.06136412127020854                               0.05970648645575724+0.014166539957707981i
287                                               0.0322408458844422                                0.03223798639656675-4.293907767185672E-4i
287.5                                             0.0816475673174085                                0.07253555814422612-0.037482236506862096i
288                                               0.09012912581901114                               0.04511756948673479-0.07802348521124135i
288.5                                             0.07430020914073733                               2.7257514368758825E-4-0.07429970915924469i
289                                               0.05636759458133221                               -0.02084748689817846-0.05237067890447583i
289.5                                             0.04091220465856787                               -0.02489372747017515-0.03246707289955763i
290                                               0.028770897082167905                              -0.022025074194095173-0.01851109466393872i
290.5                                             0.018633395523617056                              -0.016268414927481923-0.009085268542362164i
291                                               0.009699732509496664                              -0.009178026226404654-0.003138255143103374i
291.5                                             3.8916505451211164E-5                             -3.446524918566203E-6-3.87635893915908E-5i
292                                               0.01071423083448362                               0.010696321209633153-6.192373978947897E-4i
292.5                                             0.032389796627550774                              0.029982983843408-0.012252330611766653i
293                                               0.028988552055037784                              0.013389544772648976-0.025711014002346617i
293.5                                             0.03383303718212947                               0.028968869473679555-0.01747795772921631i
294                                               0.05441911542815447                               0.033777732288444745-0.04266737542236407i
294.5                                             0.07343270152035855                               0.017992393693736-0.07119434964762077i
295                                               0.08547531436114027                               -0.020479363144241366-0.08298569184107607i
295.5                                             0.08603759617674486                               -0.05679504615902961-0.06462809518828726i
296                                               0.07039058649878904                               -0.06264495204925813-0.032100539721158144i
296.5                                             0.060260297405305266                              -0.05920043500776531-0.01125219704178682i
297                                               0.04818260463539083                               -0.04809156601922785+0.0029605180743637973i
297.5                                             0.03878424653917102                               -0.037432291348796796+0.010150928232924912i
298                                               0.030455162200342733                              -0.027466773101591565+0.013156491934967731i
298.5                                             0.023839938553704337                              -0.01948371756927413+0.013737809866392716i
299                                               0.017617098257038298                              -0.012287250789074009+0.01262480174278163i
299.5                                             0.007858563700257119                              -0.0046347507264701444+0.006346346124699104i
300                                               9.652884427527709E-5                              -8.139514262257353E-5+5.18907365005702E-5i
