% Model:              biconAndDipole_fullFeature_addCablesV2_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2022, 16:51
% Table:              Table 10 - tickle Impedance
% freq (MHz)                                      abs(emw.Zport_2) (Ω)                              Lumped port impedance (Ω)
76                                                1818.4190757375309                                0.8261747771236638-1818.4188880567024i
76.5                                              1805.0432878183824                                0.6977397562157671-1805.043152962673i
77                                                1792.6024455837041                                0.6431731227908727-1792.6023302007088i
77.5                                              1780.416074640625                                 0.601586019012977-1780.4159730054641i
78                                                1768.433737761207                                 0.5466645995413327-1768.4336532677412i
78.5                                              1756.5793051623152                                0.5259374449562357-1756.579226426843i
79                                                1744.886679753013                                 0.4974458142557724-1744.886608845158i
79.5                                              1733.3395374473578                                0.47081219555751214-1733.3394735060115i
80                                                1721.932384522901                                 0.4466716138827201-1721.9323265892865i
80.5                                              1710.6607989030508                                0.42478413894621814-1710.660746162739i
81                                                1699.5211535235896                                0.40491895234896036-1699.5211052866612i
81.5                                              1688.5099202188035                                0.3868580187581947-1688.5098759018804i
82                                                1677.6235272118238                                0.37040341874315885-1677.6234863210364i
82.5                                              1666.8582236272377                                0.3553777886679774-1666.8581857435795i
83                                                1656.2099259889876                                0.3416215972627265-1656.2098907563413i
83.5                                              1645.674004120729                                 0.32898933385043777-1645.6739712363355i
84                                                1635.244943246659                                 0.31734532092829-1635.2449124537022i
84.5                                              1624.9157705956538                                0.30655879247612516-1624.9157416777568i
85                                                1614.6770164954123                                0.29649678680616093-1614.676989273143i
85.5                                              1604.5146816224692                                0.28701222568439566-1604.514655952396i
86                                                1594.4058677899445                                0.2779209143100618-1594.4058435677446i
86.5                                              1584.306969644868                                 0.2690272824713087-1584.3069468034364i
87                                                1574.127322575398                                 0.2596703050059376-1574.1273011576045i
87.5                                              1563.6044969987367                                0.2488793850895509-1563.6044771916345i
88                                                1551.5568187097035                                0.23455253918214394-1551.5568009807705i
88.5                                              1494.2947132493964                                1.384577532478012-1494.2940717911426i
89                                                1544.3800730630553                                0.330974913644269-1544.3800375975645i
89.5                                              1531.282399314378                                 0.28355453790882934-1531.282373060835i
90                                                1519.6418286680807                                0.28527675310875-1519.6418018911045i
90.5                                              1533.5090423803388                                0.9960650624069567-1533.5087188916323i
91                                                1505.9547939780568                                0.24553329470351898-1505.9547739619848i
91.5                                              1495.9060434829973                                0.23758953930658508-1495.9060246152383i
92                                                1486.670022569052                                 0.23347897119180808-1486.6700042353164i
92.5                                              1477.7360585092724                                0.23024458052680868-1477.7360405721831i
93                                                1468.9836018323988                                0.22755704777429844-1468.9835842072155i
93.5                                              1460.3655891157553                                0.22537168311359118-1460.3655717254537i
94                                                1451.858146393395                                 0.22375621643484328-1451.8581291510616i
94.5                                              1443.4457848274906                                0.22304321918709358-1443.4457675950187i
95                                                1435.1123330818                                   0.22486343174012385-1435.1123154652128i
95.5                                              1426.8195429564662                                0.2410625508416809-1426.8195225925897i
96                                                1418.9015047219737                                0.19592288740460104-1418.9014911953907i
96.5                                              1410.6748490899727                                0.20231742659012245-1410.674834581902i
97                                                1402.603887185596                                 0.20376394914445173-1402.6038723846434i
97.5                                              1394.5825967918956                                0.2028144190892533-1394.5825820442253i
98                                                1386.5625213975231                                0.21221853865421866-1386.5625051571058i
98.5                                              1378.4217955653264                                0.20206316099695282-1378.4217807550842i
99                                                1371.2830613776798                                0.3262561481405903-1371.2830225661905i
99.5                                              1362.949864342164                                 0.23946260502321473-1362.9498433060492i
100                                               1354.7717168625668                                0.2338770768634444-1354.771696675222i
100.5                                             1346.3674891908793                                0.23701581577801817-1346.367468328634i
101                                               1337.401020373268                                 0.24720440056458942-1337.4009975267113i
101.5                                             1326.9825985014138                                0.27204527402568857-1326.982570615354i
102                                               1311.2348019732938                                0.35823067822626786-1311.2347530388006i
102.5                                             1199.6986888402632                                3.36028179172622-1199.6939828603488i
103                                               1342.5924551499081                                0.17252294109594088-1342.5924440653214i
103.5                                             1320.8746831777216                                0.1577468526435141-1320.8746737581794i
104                                               1309.6558952737323                                0.16709939062482018-1309.6558846136015i
104.5                                             1300.7354421297077                                0.17407018805232713-1300.7354304822852i
105                                               1292.7143083899948                                0.17917529092477266-1292.7142959727944i
105.5                                             1285.1505039030285                                0.1839821852736017-1285.1504907335807i
106                                               1277.896388395328                                 0.17938380829447967-1277.8963758048899i
106.5                                             1270.777269088958                                 0.18670413020765583-1270.77725537356i
107                                               1263.805010852096                                 0.18959152813851785-1263.804996631173i
107.5                                             1256.929162431003                                 0.19196815364356162-1256.9291477715565i
108                                               1250.1209047505154                                0.1940066664726966-1250.1208896965368i
108.5                                             1243.3478736981288                                0.19564015145749514-1243.34785830619i
109                                               1236.1759969940745                                0.5944627631476593-1236.175854058927i
109.5                                             1229.9550020042695                                0.2129497530717456-1229.9549835696123i
110                                               1223.142511810381                                 0.2130383043818257-1223.1424932576288i
110.5                                             1216.2132657321524                                0.21797650418171707-1216.2132461986716i
111                                               1208.9838202525896                                0.22821906512908902-1208.9837987122094i
111.5                                             1200.864024864551                                 0.25874872102587226-1200.8639969884134i
112                                               1172.6739752240962                                2.376971535022762-1172.6715662001045i
112.5                                             1186.1871114315168                                0.33159395793582147-1186.1870650836202i
113                                               1174.5439645159604                                0.23371285814444998-1174.543941263659i
113.5                                             1112.5300566261333                                0.8889338328969144-1112.5297014880941i
114                                               1211.779250273445                                 0.35924517501815134-1211.7791970223689i
114.5                                             1181.101385831679                                 0.17758216241252547-1181.1013724816714i
115                                               1178.6103175367336                                0.3382290595008782-1178.6102690054688i
115.5                                             1169.2584560235077                                0.2796709349959301-1169.2584225767396i
116                                               1161.893067733872                                 0.26818688912420496-1161.893036782569i
116.5                                             1155.2340039207688                                0.2655864500551355-1155.2339733918184i
117                                               1148.9506938323675                                0.2662757853758097-1148.9506629769116i
117.5                                             1142.9040163863874                                0.2685560978372616-1142.9039848341408i
118                                               1137.0229351927374                                0.271660223472671-1137.0229027398836i
118.5                                             1131.266361922244                                 0.2751728370997427-1131.2663284552843i
119                                               1125.609950182845                                 0.27844990059208-1125.609915741808i
119.5                                             1120.0359517290728                                0.281121545550088-1120.0359164492568i
120                                               1114.5330462865181                                0.2822241155389413-1114.533010553862i
120.5                                             1109.0928389273465                                0.28007265158916783-1109.0928035648012i
121                                               1103.7092156240296                                0.27063266584601486-1103.709182444076i
121.5                                             1098.378021524421                                 0.23545063105257555-1098.3779962885735i
122                                               1092.9702951125923                                0.3480390753434173-1092.970239698826i
122.5                                             1087.7978643982976                                0.25640834333197215-1087.7978341788785i
123                                               1082.5621972485733                                0.19317702526459604-1082.562180012906i
123.5                                             1077.3158231941325                                0.1238978589100822-1077.3158160696296i
124                                               1072.0456035013844                                0.07000934403181873-1072.0456012154236i
124.5                                             1066.7632366049172                                0.05875173512884789-1066.7632349870482i
125                                               1061.4923099443936                                0.08978314733556364-1061.4923061473744i
125.5                                             1056.2353350225526                                0.14233242782653785-1056.2353254325874i
126                                               1050.9712557367986                                0.19978345751845555-1050.971236747968i
126.5                                             1045.6654379270342                                0.25557392640775756-1045.6654066942754i
127                                               1040.2689982371287                                0.3090359185179694-1040.2689523340011i
127.5                                             1034.7046021416513                                0.36202675813183044-1034.704538807934i
128                                               1028.830280445844                                 0.41793436510693394-1028.8301955585966i
128.5                                             1022.3406018753828                                0.4829318385718016-1022.3404878120397i
129                                               1014.4180846084042                                0.5725250808204576-1014.417923045337i
129.5                                             1001.8462292743286                                0.7538096125574691-1001.8459456833963i
130                                               945.4883706379412                                 2.3451100593191305-945.4854623263113i
130.5                                             1049.7826613321677                                0.38023620958425375-1049.782592470495i
131                                               1021.1163564979157                                0.4522666296333534-1021.116256340322i
131.5                                             1014.6511562725486                                0.6340968143720739-1014.6509581360725i
132                                               1004.6316441486119                                0.9891203614087392-1004.6311572242092i
132.5                                             998.1186870924247                                 0.760778060315768-998.1183971552916i
133                                               992.4157190599032                                 0.8139163221496212-992.4153852986184i
133.5                                             987.0364632694509                                 0.8800739865886495-987.0360709180005i
134                                               981.8204949329092                                 0.9489446893455189-981.8200363479447i
134.5                                             976.6737838223925                                 1.0164188475817089-976.6732549315947i
135                                               971.518631611618                                  1.0784016052757137-971.5180330897047i
135.5                                             966.2657361900846                                 1.1296279671882457-966.2650758852986i
136                                               960.7782006252087                                 1.163634479093617-960.7774959642908i
136.5                                             954.7977179250023                                 1.1706351140219236-954.7970002928487i
137                                               947.6545885865817                                 1.1036732909581728-947.6539458971666i
137.5                                             937.8333300515806                                 1.1667985280457671-937.8326042193414i
138                                               913.5900593001721                                 1.2934691007996517-913.5891436470649i
138.5                                             1068.8914315953068                                7.501646541555574-1068.86510740927i
139                                               959.8142091029831                                 0.8850314177970595-959.8138010652767i
139.5                                             955.6035418268795                                 16.751874097058153-955.4566991058846i
140                                               943.866874208186                                  1.49082232199434-943.8656968426895i
140.5                                             935.5539012876608                                 1.2074673016655884-935.5531220819465i
141                                               928.9336369959101                                 0.9128202680894796-928.9331885026003i
141.5                                             921.9361064331472                                 0.5693289298956138-921.9359306425154i
142                                               940.9010414315443                                 10.674067816585243-940.8404934117215i
142.5                                             915.7579155091399                                 1.0712805443253965-915.7572889011806i
143                                               909.1811077777484                                 0.7551058420756074-909.1807942071483i
143.5                                             902.8675725648109                                 0.5806769800283332-902.8673858343311i
144                                               895.8787633241761                                 0.4338809950261451-895.8786582582138i
144.5                                             886.7554988103462                                 0.27756852130566856-886.7554553686726i
145                                               867.6974683511053                                 0.18850518350116857-867.6974478749567i
145.5                                             974.158552424128                                  13.79426245524772-974.0608828940767i
146                                               893.4024373272091                                 1.4828745558847873-893.40120668446i
146.5                                             875.6143497413838                                 0.7719615533667431-875.6140094518739i
147                                               851.7881665037138                                 0.9048710230370688-851.7876858725947i
147.5                                             704.5566339326135                                 3.9438956919525485-704.5455954764218i
148                                               949.2036823036137                                 0.4725332997482234-949.203564685163i
148.5                                             905.4116729311442                                 0.4335371748182571-905.411569136098i
149                                               889.9532281164853                                 0.26658043501866985-889.9531881901568i
149.5                                             880.6051985414952                                 0.23866005200899143-880.6051662008834i
150                                               873.3389530364236                                 0.22603792431067185-873.3389237848118i
150.5                                             866.2335418174746                                 0.21944457152482041-866.2335140213213i
151                                               863.8955137880306                                 1.0628999103400318-863.8948599145998i
151.5                                             857.2317902598198                                 0.3677287601293602-857.2317113870757i
152                                               851.6364264638513                                 0.2837283298818959-851.6363792008616i
152.5                                             846.0075568595387                                 0.24851998691551896-846.0075203573912i
153                                               841.5780648547699                                 0.3236522579438666-841.5780026200276i
153.5                                             834.1521078946305                                 0.21891574550873516-834.1520791683922i
154                                               826.4314615277466                                 0.21113690657445128-826.4314345570925i
154.5                                             815.9018537519577                                 0.21740815103842712-815.9018247862771i
155                                               796.517641695048                                  0.2721011714386833-796.5175952183313i
155.5                                             722.7036123826205                                 1.104352100080748-722.7027686105318i
156                                               907.031940544543                                  1.235579465588044-907.0310989769775i
156.5                                             891.590695444049                                  0.8672091815164887-891.590273696746i
157                                               852.8215805546482                                 0.26266410527030165-852.821540105136i
157.5                                             839.3951507914644                                 0.18370159752702775-839.3951306899203i
158                                               830.71862383146                                   0.1309717493283268-830.7186135069056i
158.5                                             827.3454921603101                                 0.9503554620002259-827.344946332835i
159                                               819.8130998990423                                 0.2254380118982867-819.8130689027712i
159.5                                             814.7726639422087                                 0.19055498648387553-814.7726416591812i
160                                               810.1946422093968                                 0.1769368110052942-810.1946228889558i
160.5                                             805.6634738216253                                 0.17876134823185-805.6634539897593i
161                                               801.787893793186                                  0.1622435946436975-801.7878773780066i
161.5                                             797.3982624546717                                 0.16247523595722835-797.3982459019628i
162                                               791.2635666115672                                 0.1962118790008944-791.2635422839577i
162.5                                             795.102581621379                                  0.1680733473360086-795.1025638572245i
163                                               788.4452468039468                                 0.12231797242991169-788.4452373158521i
163.5                                             791.7555682452916                                 1.5611632120644348-791.754029113114i
164                                               782.0993948360432                                 0.22624396514283973-782.0993621123681i
164.5                                             778.2764277368872                                 0.20584737230529038-778.2764005144634i
165                                               774.7125149758062                                 0.20586148340733892-774.7124876244015i
165.5                                             771.2422610753374                                 0.2132483041971403-771.2422315937838i
166                                               767.8144235080247                                 0.22673139982749183-767.8143900317527i
166.5                                             764.38448023397                                   0.24944745041448554-764.3844395319189i
167                                               760.7061850754228                                 0.31923316958530035-760.7061180917286i
167.5                                             758.2309840420994                                 0.23225983764723274-758.2309484694081i
168                                               754.6446400317207                                 0.287622600422673-754.6445852199862i
168.5                                             751.2500922869962                                 0.3324681740263795-751.2500187195561i
169                                               747.8357272865527                                 0.3634225101080152-747.8356389811108i
169.5                                             744.4363453929469                                 0.39347486260285097-744.436241406569i
170                                               740.9626024291355                                 0.4089540178656246-740.9624895736412i
170.5                                             737.3586957478316                                 0.39902861359801856-737.3585877787746i
171                                               733.6079053873692                                 0.38006349525596955-733.6078069367738i
171.5                                             729.4854030139102                                 0.3317425325987861-729.4853275818912i
172                                               724.7122348311915                                 0.2524790014756741-724.7121908512191i
172.5                                             719.3953279934076                                 0.37105415874854747-719.3952323011001i
173                                               710.4661768097425                                 0.2422191850199256-710.4661355198562i
173.5                                             688.3602184809782                                 0.24709005470276277-688.3601741339231i
174                                               896.493286941379                                  8.056407261748127-896.4570864425082i
174.5                                             741.0834007337959                                 0.4789076245872587-741.0832459924155i
175                                               725.8149157985248                                 0.21318568124171466-725.8148844901742i
175.5                                             717.7265171102748                                 1.9549809799601705-717.7238545656774i
176                                               711.6325242675216                                 0.6153071174739598-711.6322582573923i
176.5                                             704.4668603717637                                 0.5001163185154065-704.4666828500251i
177                                               692.2665267338278                                 0.5391507208771814-692.2663167832288i
177.5                                             824.9413804422263                                 4.960314233604286-824.9264672979222i
178                                               709.558448603975                                  0.44554275071867633-709.5583087223608i
178.5                                             698.3692087913477                                 0.47873222295572-698.3690447058143i
179                                               687.3554165977841                                 0.6811165547721922-687.355079130541i
179.5                                             684.7750562552712                                 0.7434761883328843-684.7746526504667i
180                                               681.1140343491853                                 0.33668323742092654-681.1139511358i
180.5                                             642.7666629595235                                 0.9744251408770833-642.7659243517554i
181                                               822.4098538036167                                 2.1660952834289975-822.4070012253721i
181.5                                             714.2119991675149                                 0.21082397613469245-714.2119680515788i
182                                               748.0375276097626                                 15.874820694764862-747.8690612536632i
182.5                                             699.9762351791119                                 0.5968067925460661-699.9759807573226i
183                                               691.2196121439767                                 0.5613506694184173-691.2193842029429i
183.5                                             685.6883208876197                                 0.6024224997460527-685.6880562535819i
184                                               681.1284673355763                                 0.657625169415782-681.1281498690594i
184.5                                             677.5054766212337                                 1.225164890686541-677.504368858796i
185                                               673.2946611897279                                 0.9807428818286209-673.2939468983739i
185.5                                             670.018870890613                                  1.1098310181344566-670.0179517181932i
186                                               666.0689393459807                                 1.333922045667116-666.0676036360392i
186.5                                             661.7168863433618                                 1.669506434230877-661.7147802642916i
187                                               653.9867057254091                                 2.5382707914280154-653.9817799044268i
187.5                                             678.5785584271545                                 1.4468948059706612-678.5770158592874i
188                                               660.8923135221725                                 1.8172914356369763-660.889814965042i
188.5                                             656.3559760002291                                 2.227033093444654-656.3521977984184i
189                                               653.1106982686154                                 2.510513911492183-653.1058731268756i
189.5                                             650.3018858905261                                 2.653450178155972-650.2964723838866i
190                                               647.6536086260616                                 2.6238093288829494-647.6482937451201i
190.5                                             644.9851698275324                                 2.406153172933608-644.9806816675668i
191                                               642.1048992577633                                 1.9798180028731756-642.1018470394692i
191.5                                             638.5489300734419                                 1.2179485038578302-638.547768533709i
192                                               628.5237000820105                                 3.265020923478982-628.5152195477451i
192.5                                             634.9691391208897                                 5.146248909035695-634.9482843177782i
193                                               627.0313863756963                                 5.866983716643446-627.003937788509i
193.5                                             630.1449881656888                                 2.0513906408770572-630.1416490812003i
194                                               611.77656914902                                   5.247205721211265-611.7540661016197i
194.5                                             629.1191104986494                                 1.389858643898044-629.1175752493025i
195                                               622.5525121337284                                 1.6960011263214125-622.550201946956i
195.5                                             629.7211159662237                                 8.924259673925194-629.6578765353598i
196                                               619.0859583167155                                 0.8181809727756402-619.0854176644947i
196.5                                             614.0827384616334                                 0.5197085831620808-614.0825185425225i
197                                               608.1142902111525                                 0.5181461679740789-608.1140694668743i
197.5                                             600.8887404819724                                 0.6671037072128179-600.8883701742404i
198                                               643.9192323017413                                 7.781641095221587-643.8722107607449i
198.5                                             612.3042977882213                                 1.2896533848087242-612.3029396337029i
199                                               591.0168924921956                                 5.726599727265328-590.9891481801465i
199.5                                             604.4251386949036                                 1.0727856566591556-604.4241866580857i
200                                               596.2976186449263                                 1.0323884904751928-596.2967249412113i
200.5                                             580.6779522303021                                 1.378293131815559-580.6763164745225i
201                                               584.809787786737                                  1.2728110380350162-584.8084026783729i
201.5                                             563.4374539504275                                 2.70978507126787-563.4309377190853i
202                                               671.4410142367267                                 2.532048098408379-671.4362399600363i
202.5                                             630.3359408597154                                 3.3677811527112302-630.3269440453978i
203                                               592.4727979803473                                 0.6864467549292995-592.4724003171068i
203.5                                             614.3135642000204                                 1.1866317007454692-614.312418127242i
204                                               596.1257277427907                                 0.16933691273569507-596.1257036916642i
204.5                                             586.8419979490619                                 0.2074978080362598-586.8419612651318i
205                                               584.2373341328718                                 0.1448017357470795-584.2373161885007i
205.5                                             578.1480003698188                                 0.1368257225121514-578.1479841790868i
206                                               571.3537067377066                                 0.13862421879549516-571.3536899209133i
206.5                                             561.3767794346778                                 0.1527030866790659-561.3767586658876i
207                                               533.5143892187318                                 0.3979169546297091-533.5142408273032i
207.5                                             541.9191763416292                                 1.014575030429059-541.9182266027757i
208                                               662.66216491695                                   1.676220184867352-662.6600448935419i
208.5                                             595.0767628112135                                 0.4054367731642055-595.0766246954221i
209                                               627.947868426593                                  17.10091426458488-627.7149705023905i
209.5                                             584.4077804551952                                 0.2949826957117511-584.4077060082086i
210                                               575.9677419362276                                 0.15324142431369533-575.9677215505942i
210.5                                             566.426657273475                                  1.2709494504224097-566.4252313920146i
211                                               569.013996909636                                  7.062468709564403-568.9701663662214i
211.5                                             566.2972454228681                                 0.13766246134859797-566.2972286905303i
212                                               561.7659887918903                                 0.14992924169266325-561.7659687846468i
212.5                                             556.8611531778732                                 0.1816536863792768-556.8611235492464i
213                                               580.1407287749186                                 2.6979996166138167-580.1344550891305i
213.5                                             556.6384416283155                                 0.39959643923381716-556.6382981982872i
214                                               552.3513987110689                                 0.5176744669871447-552.3511561237293i
214.5                                             548.5493288305481                                 1.0010757291242651-548.5484153726354i
215                                               548.5345180469059                                 7.012983881140257-548.4896859067034i
215.5                                             544.9992663438104                                 0.1863554932071788-544.9992344828769i
216                                               541.1727945558603                                 0.4790361282002244-541.1725825388673i
216.5                                             537.654523589113                                  0.9026748794707231-537.6537658325271i
217                                               533.9151859106656                                 1.53182586730301-533.9129884686577i
217.5                                             533.8639749525755                                 4.778136636156107-533.8425921209831i
218                                               527.8518049174169                                 3.949483908686831-527.8370293295362i
218.5                                             523.4534424569397                                 7.857416833341288-523.3944663642593i
219                                               530.1863287673679                                 23.15575934911943-529.6804263145705i
219.5                                             522.2212161264553                                 29.812984191709024-521.369527826645i
220                                               529.2457791923669                                 4.509142454521731-529.2265700314567i
220.5                                             524.3320881209308                                 5.502061085581728-524.3032194799744i
221                                               522.9345111946799                                 4.78651530545361-522.9126048104496i
221.5                                             508.4305618995222                                 1.7444911919530746-508.4275691029599i
222                                               550.4911969822083                                 13.84953091214655-550.3169527176298i
222.5                                             518.6085688437596                                 1.692126651494331-518.6058082836788i
223                                               525.1634284793109                                 5.3804511086492965-525.1358656176626i
223.5                                             512.3426133845484                                 1.681842367419464-512.3398529257313i
224                                               501.96145605502187                                0.8784543659244662-501.96068738777205i
224.5                                             472.84768978194586                                0.8874479697720995-472.8468569930694i
225                                               608.9532847719937                                 10.46247771529963-608.8633997824617i
225.5                                             525.7477859570508                                 1.2511101590009528-525.746297335617i
226                                               505.78168610875247                                0.5714650981552819-505.7813632694014i
226.5                                             552.1734313784276                                 5.967525302196202-552.1411839031705i
227                                               537.2644466634263                                 2.0915317802910747-537.2603755567403i
227.5                                             514.8995181508112                                 1.2860450037677171-514.8979120953841i
228                                               520.4625002139376                                 0.4365865828971659-520.4623170999977i
228.5                                             509.3489870944137                                 0.262795123205623-509.3489193007367i
229                                               504.28804630844013                                0.24617159002435277-504.28798622328065i
229.5                                             501.46354874805445                                0.20363528792463417-501.46350740174694i
230                                               498.425819979695                                  0.12426903535760367-498.42580448812856i
230.5                                             493.8626999312589                                 0.12870212185064353-493.8626831611764i
231                                               483.73217960353264                                0.3425518556024124-483.7320583155623i
231.5                                             497.65833454131064                                0.16474239021084022-497.6583072735508i
232                                               490.8687585365197                                 0.09661727034169357-490.868749027973i
232.5                                             487.0102269957022                                 0.12954390748533756-487.0102097664703i
233                                               482.5769405406185                                 0.11003859772684181-482.57692799495777i
233.5                                             461.0010013237825                                 0.7941552457567509-461.0003172872831i
234                                               484.8219907829925                                 0.1522591811337908-484.8219668743629i
234.5                                             479.46771988722577                                0.1504294292220755-479.4676962891682i
235                                               475.1805766990342                                 0.1862033497289113-475.180540216389i
235.5                                             456.039862725287                                  1.3615043950757375-456.0378303389761i
236                                               473.9611977001077                                 0.14783992568291707-473.9611746426884i
236.5                                             468.75086892508864                                0.16884890415351936-468.7508385145281i
237                                               466.72722781965007                                0.24579150907002478-466.72716309933105i
237.5                                             459.43408686138844                                0.45305332197623904-459.43386348074654i
238                                               461.6428852979554                                 1.4205417223513215-461.6406996869278i
238.5                                             421.55334991452094                                0.6726630990937471-421.5528132375701i
239                                               469.0418195184057                                 2.3564488409209567-469.03590012492305i
239.5                                             453.97452140218326                                26.91021146950899-453.176242317498i
240                                               460.3587091907371                                 6.594395098970356-460.3114761561353i
240.5                                             486.58941002428065                                4.717699573025658-486.56653939468157i
241                                               463.35697845157205                                0.6224387671159962-463.3565603827702i
241.5                                             456.66953000072186                                0.8307550125296252-456.66877436188844i
242                                               450.8777390881664                                 0.30224143314795626-450.87763778587725i
242.5                                             444.7282856100305                                 0.24108911533899427-444.72822026230284i
243                                               434.68040893984204                                0.2526413864524152-434.6803355207573i
243.5                                             418.9019067995613                                 0.5838285162952773-418.9014999550275i
244                                               102.96012993063697                                39.535712347186944-95.06690172996139i
244.5                                             481.303513059495                                  0.435415461744152-481.3033161082387i
245                                               455.7983065115764                                 0.1705768435581822-455.7982745934449i
245.5                                             437.02394841310394                                0.2341011018544001-437.02388571250134i
246                                               456.93446376829144                                27.184212206316715-456.1251174688125i
246.5                                             462.64164584339966                                0.3668220257586872-462.6415004193755i
247                                               449.80338994893793                                0.2513372429515935-449.80331972890843i
247.5                                             447.7207855753873                                 0.25083199761387226-447.7207153120692i
248                                               440.9884138029681                                 0.13866003230169127-440.9883920035235i
248.5                                             434.0891885697115                                 0.34454294159598264-434.0890518353025i
249                                               428.7298057995654                                 0.981244872034957-428.728682897977i
249.5                                             428.91359057910216                                0.4683170963782683-428.91333490876093i
250                                               472.36493806497896                                2.845606848684978-472.3563667770279i
250.5                                             435.04751606098245                                0.33463681755298097-435.0473873603094i
251                                               427.19481774679207                                16.585571664050835-426.8727341050158i
251.5                                             427.0898308321925                                 0.13917315583642484-427.08980815643855i
252                                               426.60970697101135                                0.2932252260932211-426.6096061985231i
252.5                                             419.0692399271758                                 0.16813912931137354-419.0692061967498i
253                                               412.7086529616476                                 0.32345171131628625-412.70852621239624i
253.5                                             394.31748502443594                                5.4015436573756785-394.28048686450836i
254                                               434.929526842955                                  14.54003882552854-434.6864163863288i
254.5                                             464.1789227264868                                 3.9496766091309907-464.16211861612004i
