% Model:              biconAndDipole_fullFeature_addCablesV2_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2022, 16:48
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      abs(emw.Vport_1) (V)                              Lumped port voltage (V)
229.5                                             0.005581925315263891                              1.9092224073526562E-4-0.005578659240639861i
230                                               0.0015914060348178336                             -4.943684861250797E-4+0.0015126708060847268i
230.5                                             0.002717985817377176                              -2.5499851664543156E-4-0.0027059975351008923i
231                                               0.0037631345919864646                             -7.992867563483559E-4-0.0036772710858095927i
231.5                                             4.3442797164767305E-4                             1.1716142171833933E-4+4.1833104571720333E-4i
232                                               3.261823824192468E-4                              1.3515439517756666E-4+2.968640026424254E-4i
232.5                                             0.0028384684715485192                             9.267962538201613E-4+0.0026828999176040655i
233                                               0.001779028149639928                              0.001112345186434164+0.0013883909188078158i
233.5                                             0.0023780434436583425                             0.0018378106521993397+0.0015091529500315952i
234                                               0.0032142852748018856                             0.0025438145634411684+0.0019648504509587623i
234.5                                             0.0041354403525633516                             0.003736730448483797+0.001771641178394592i
235                                               0.005249137671845202                              0.005109591343623231+0.001202298880958896i
235.5                                             0.01363468745240788                               0.013623478133708688-5.527616712563771E-4i
236                                               0.0035016650219770505                             0.003393948117434183-8.618434325923143E-4i
236.5                                             0.004360095300835389                              0.0037805757825277214-0.002172021589425793i
237                                               0.006106250762232351                              0.004206552556692555-0.0044261963308292705i
237.5                                             0.010516499060978783                              0.004183250163174883-0.009648687505141047i
238                                               0.019852414548238467                              -0.00805281215046305+0.018145814389673037i
238.5                                             0.0021105115751741833                             -3.4484060572729564E-4-0.0020821489057187633i
239                                               0.026460759848070312                              0.009420522567887137+0.024727020974738934i
239.5                                             0.09392835208758259                               0.09389297534657601-0.0025776940191092478i
240                                               0.04485944964907198                               0.010829332934892551-0.043532697722549606i
240.5                                             0.03364407146603677                               -0.017238474551125395-0.02889218821692105i
241                                               0.012592041739209671                              -0.009699549098674558-0.008029835766963114i
241.5                                             0.015406124962162884                              -0.010187608622468404-0.011556873145673347i
242                                               0.008279747854749582                              -0.007553879728651281-0.003390151262598993i
242.5                                             0.006858766740020457                              -0.0066458073234007325-0.0016958555994671359i
243                                               0.003855695030632399                              -0.0038223870108985685-5.057091141726491E-4i
243.5                                             0.011976577989539687                              -0.011973552125368046+2.6920222997002524E-4i
244                                               0.3136662672625059                                -0.20136606344194263+0.24049581225520192i
244.5                                             0.006933522365026409                              0.006777748519148875-0.0014614572855532392i
245                                               0.0025525838472434483                             0.002411544720770358-8.367415114196133E-4i
245.5                                             8.85009338598372E-4                               7.614182532919674E-4-4.510917566971681E-4i
246                                               0.04226902007602824                               -0.022253889028627044+0.035936534074521305i
246.5                                             0.006540477390248898                              -0.006082262377563167-0.002404980012980708i
247                                               0.001216202113637512                              9.155654056000562E-4-8.005545386073058E-4i
247.5                                             0.001261252758837353                              -0.001052851481806617+6.944510630220426E-4i
248                                               4.70216449968176E-4                               3.531168816190484E-4-3.1050278217161463E-4i
248.5                                             0.004282996904270018                              0.002855197802590647-0.003192476779879237i
249                                               0.005289708020072266                              -0.004610889193905404+0.0025924335631107736i
249.5                                             0.0036309434492632895                             -0.002559049828358652+0.002575852151759792i
250                                               0.002049171026378222                              0.001883795391302941-8.064842336052052E-4i
250.5                                             0.008065956150001836                              -0.0046982858913920565+0.006556352514660786i
251                                               0.07322708055730787                               0.043829893150159026+0.05866128018882727i
251.5                                             8.72220706910911E-4                               -4.5352109884359024E-4+7.450419951035457E-4i
252                                               0.0017845139814295816                             0.001236476079381704-0.001286707835926442i
252.5                                             0.004979797774673294                              -0.0023911143828440565+0.004368175578522157i
253                                               0.009095894827248562                              -0.0037505240002141467+0.008286668355387756i
253.5                                             0.04516347926839545                               0.0031549162778168626+0.045053150421549344i
254                                               0.06871809036271781                               0.035886369787656636-0.058603279827687246i
254.5                                             0.0163573240430811                                -0.009995803395690906+0.012947816971406926i
255                                               1.1445169457434366E-4                             3.8317488667378385E-5-1.078469306617679E-4i
255.5                                             0.002284009716850149                              8.543000182371349E-4-0.0021182237524647696i
256                                               0.002204473535880209                              7.162448821054314E-4-0.002084873338899504i
256.5                                             0.0026401467720267055                             7.497108868244044E-4-0.002531463719672869i
257                                               0.005477913035877878                              0.0012922177303132014-0.005323317064209588i
257.5                                             2.7636686095084686E-4                             -2.171121541015033E-4+1.709998665883392E-4i
258                                               0.0054906357130525075                             -0.0011973095250540477+0.005358500763708303i
258.5                                             0.0043097843176092086                             -2.476555382228069E-4+0.004302662849759186i
259                                               0.016895803685906475                              0.0011901031179351303-0.016853837449120362i
259.5                                             0.026985875560780765                              -0.003971885377065446+0.026691976441121743i
260                                               0.01075410830671268                               -7.513952715665096E-4+0.010727825996835246i
260.5                                             0.006334395754089452                              -1.9214691773047007E-4+0.006331480800842182i
261                                               0.0060771858701263795                             4.229113256632392E-5+0.0060770387163625985i
261.5                                             0.004122248449655354                              1.8443583712409361E-4+0.004118120408957259i
262                                               0.012267280881189014                              -0.00218621825701721-0.012070900130092625i
262.5                                             0.035523966856436655                              0.02839703567191224+0.021343865307515267i
263                                               0.06374131482923723                               -0.05955514205882404+0.022718720705911796i
263.5                                             0.009931130977911084                              0.0018709669918539988+0.009753299186214783i
264                                               0.006674865824641517                              0.0019111788683583597+0.006395406876040627i
264.5                                             0.01625346602891909                               0.004259864009635798+0.015685302565543215i
265                                               0.0061046026849173604                             -0.004226484093051043-0.004404884351703997i
265.5                                             0.047811119133316295                              0.04776656260347172+0.0020636399464974554i
266                                               0.00978642881740845                               0.0033706656621615167+0.009187643984837887i
266.5                                             0.00833368311464373                               0.003891754850570524+0.00736915995472746i
267                                               0.010292730279664462                              -0.0017015828243088756-0.01015110400409427i
267.5                                             0.009242336464032498                              0.00489042807832087+0.007842480253411901i
268                                               0.007754760605013522                              0.0044744232068748176+0.006333707366688941i
268.5                                             0.15046948094068596                               0.005820981653933098+0.15035684509573893i
269                                               0.014669214720879063                              0.011481731164443567+0.009129934829707186i
269.5                                             0.017421107997678528                              0.014339112084936085+0.009893678207947672i
270                                               0.0047464953564784335                             -0.004745712353102655+8.621154609561311E-5i
270.5                                             0.05970466030590351                               0.0039051443519911608+0.05957681016833179i
271                                               0.04462569960617114                               0.039122872777808106-0.021467507795542184i
271.5                                             0.03222281933411907                               0.017300009890474265+0.02718491757627325i
272                                               0.04354762558253815                               0.03217492509326973+0.02934569626230417i
272.5                                             0.04326358446678494                               0.03775725374703211+0.021121731235788054i
273                                               0.12606794453785403                               0.12538628927552717+0.013092177118923147i
273.5                                             0.05050083911745603                               0.04905610208609605+0.011993064649442175i
274                                               0.04349445857022611                               -0.04182526447528171-0.011933783050225653i
274.5                                             0.03252938669669686                               0.03239437474300132-0.002960655986979379i
275                                               0.07300157559408856                               -0.07035159823642789-0.019490578872872453i
275.5                                             0.03701400444784503                               0.033859827514470475-0.014951541925681103i
276                                               0.02846566386678115                               0.022926736928417582-0.016871833130744963i
276.5                                             0.003258932212713539                              -0.0028803327536845317-0.001524572856610679i
277                                               0.09222113165284034                               0.07224920083097251-0.05731308840584593i
277.5                                             0.06021394205383159                               0.03413420547129127-0.04960418162318433i
278                                               0.02494383197840863                               0.011735871577328784-0.022010544565901305i
278.5                                             0.024894180742480572                              0.00845971879983826-0.023412675897191967i
279                                               0.016862065704557713                              -9.243041380139213E-4+0.016836713506063816i
279.5                                             0.025185665672726038                              0.006133979676098553-0.024427280829260153i
280                                               0.03688939406792869                               0.0017674138101373158-0.03684703031619602i
280.5                                             0.004319485227473484                              -2.473902251831452E-4-0.004312395008211271i
281                                               0.021879611622632557                              -0.0020319021820441024-0.02178505860170778i
281.5                                             0.03624813239200888                               -0.009435727221603702-0.03499848787745108i
282                                               0.012632712665933037                              -0.003491438794764395-0.012140645964792775i
282.5                                             0.013414474104319635                              -0.006036140618918711-0.011979696236720768i
283                                               0.0027686555918863716                             -0.0012193742827722785-0.0024856749878045736i
283.5                                             0.02171804986061927                               -0.009964248286199668-0.01929734297356275i
284                                               0.014327702008814837                              -0.00980954219446122-0.010442984572835568i
284.5                                             0.01769100699847084                               -0.014166865423132238-0.010595831855159108i
285                                               0.034599655445332514                              0.024158740134957824+0.02476875919434209i
285.5                                             0.02492982563358321                               -0.02035490855311047-0.014393536879980986i
286                                               0.001000715158700769                              -9.879459178381632E-4-1.593539842000024E-4i
286.5                                             0.012292802484142565                              0.011703227198057798-0.003761311747885552i
287                                               0.015408198293144118                              -0.01275883988918207+0.008638551922808928i
287.5                                             0.011917143003527766                              0.0019335018484154289-0.011759246062937238i
288                                               0.042689788974058375                              0.03340900280623202-0.026575488972788764i
288.5                                             0.018862966348184563                              -0.0013269490740931045-0.018816235160294598i
289                                               0.009107820559438286                              -0.0037454067039028914-0.008302067451260923i
289.5                                             0.0020411160731262463                             -0.001102142005001906-0.001717974919719344i
290                                               0.0037409163245540346                             0.0032322701663501235+0.0018833174238661453i
290.5                                             0.014887912497786496                              0.01487514822493975-6.163633894214533E-4i
291                                               0.034649651845285276                              0.03366123793841198+0.008217020959757603i
291.5                                             0.036140508101665934                              0.03535199779384975-0.007508167408244388i
292                                               0.04622432598571305                               -0.016624265641964363-0.043131451455972004i
292.5                                             0.003396003357628285                              -0.001982620824452985+0.0027571821614590414i
293                                               0.09505225336068046                               0.03794913510685416+0.08714811537597769i
293.5                                             0.070534815579873                                 0.04169191559217591-0.05689415069356053i
294                                               0.10731602633574085                               0.06354701536205896-0.0864783576802177i
294.5                                             0.07734906624589961                               0.012084998716956511-0.07639915480634407i
295                                               0.0883189334289559                                -0.046982219342143576-0.07478572770064522i
295.5                                             0.05229917116176188                               -0.03702805501701996-0.03693408244242448i
296                                               0.04901755550280049                               -0.04881803276735789-0.004418192412661341i
296.5                                             0.01776235169163506                               -0.01748922963998289+0.0031028993243859483i
297                                               0.019801981969799765                              -0.019801588160838886+1.2488491021815163E-4i
297.5                                             0.008031642402970168                              -0.007783261446659576+0.001981948773841315i
298                                               7.87960524017857E-4                               3.6923370213326966E-4-6.960950083282135E-4i
298.5                                             0.014250933384040062                              -0.014220052668262883+9.376590148754585E-4i
299                                               0.010767247891480942                              0.007586251454953763-0.007640838698651655i
299.5                                             0.032534323038170936                              -0.011911780609354126+0.030275264792676462i
300                                               0.036073049202613595                              0.014969699464684044-0.032820313476736016i
