% Model:              biconAndDipole_fullFeature_addCablesV1_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 2 2022, 12:52
% Table:              Table 10 - tickle Impedance
% freq (MHz)                                      abs(emw.Zport_2) (Ω)                              Lumped port impedance (Ω)
252                                               588.2808153798811                                 13.37345662778009-588.1287855579275i
252.5                                             449.68482675382165                                1.8914925781241034-449.6808486787507i
253                                               445.6313470949371                                 1.7735321578037553-445.6278179123623i
253.5                                             432.55903651251606                                3.6111374556169813-432.54396280021393i
254                                               441.90295676451797                                1.5351799469872964-441.9002901331406i
254.5                                             435.8870833244935                                 1.1435955999555303-435.88558315025483i
255                                               432.14230078405285                                0.9000177214465674-432.1413635548394i
255.5                                             426.77279011211886                                0.8507044319663813-426.77194223853576i
256                                               423.53994021411233                                0.8431979126749075-423.53910087954563i
256.5                                             420.2301977184094                                 0.8349076381785038-420.22936832602403i
257                                               434.86328788915114                                6.199600651956003-434.81909353835766i
257.5                                             411.7311885128023                                 0.8506739769100404-411.73030972707096i
258                                               418.84380748963196                                1.0497713884514854-418.84249193753476i
258.5                                             414.00141139194074                                1.3095908170637658-413.999340103835i
259                                               405.1753244364379                                 1.1050319857391293-405.1738175604184i
259.5                                             408.82710095121564                                0.9246858273907824-408.82605522189516i
260                                               401.0177684736886                                 0.8275129242917096-401.01691467315567i
260.5                                             407.7660211881135                                 1.2631440908285345-407.76406475140845i
261                                               393.1711960389495                                 0.8859382407460425-393.1701978890715i
261.5                                             376.20349836731566                                1.0265073405868346-376.20209790282485i
262                                               200.85566019115106                                10.764809470303447-200.56698409232564i
262.5                                             427.8533592333333                                 193.30651341418059-381.6950207677603i
263                                               418.9812732313299                                 1.2185171811494988-418.9795013296302i
263.5                                             408.6213909166755                                 1.318450678173942-408.61926386611754i
264                                               400.7618180697443                                 1.2743953422711451-400.7597918193371i
264.5                                             405.1982763328023                                 1.0928224448963184-405.1968026554232i
265                                               393.9117333698658                                 0.9575431627583049-393.91056954281345i
265.5                                             355.78160387471195                                32.67359417859214-354.2781194190732i
266                                               402.52216418868306                                2.58120170563593-402.5138880348055i
266.5                                             399.8011264710833                                 1.6243688851813758-399.7978265989849i
267                                               393.0956790778787                                 1.6036190776227444-393.09240811233235i
267.5                                             387.82610263543734                                2.1913446031418875-387.8199116783756i
268                                               378.98146710964033                                3.6597343697704225-378.9637961031609i
268.5                                             519.8270197836293                                 205.46197720530128-477.49922138158297i
269                                               388.5368701377678                                 1.5932569317528629-388.5336034229241i
269.5                                             383.846685580682                                  1.8038675146009895-383.84244696654474i
270                                               379.1791219910017                                 4.85231231240494-379.1480734740582i
270.5                                             383.1255681213574                                 9.293524181894329-383.01283445413867i
271                                               382.74449956083896                                3.182607441035125-382.7312672802594i
271.5                                             378.13290020958624                                1.4902113888263395-378.12996375707854i
272                                               377.11107411288845                                0.9431663886652677-377.1098946669787i
272.5                                             374.15515352893146                                0.6994112724137066-374.1544998207696i
273                                               371.1487085515778                                 0.6675075217461509-371.1481082980384i
273.5                                             368.0436410176964                                 0.6545908930473548-368.04305889980554i
274                                               371.53884666983896                                1.4251562556988704-371.5361133381262i
274.5                                             362.48592092609783                                0.6524426715910194-362.4853337560039i
275                                               357.1089525476334                                 1.3779135694142226-357.1062941812467i
275.5                                             364.78899460884855                                0.8560835301350964-364.78799008290275i
276                                               356.7072965070271                                 0.6680214402836439-356.706670989915i
276.5                                             347.69093865976026                                1.2121352299173809-347.68882575413545i
277                                               367.4552283488032                                 3.23632565491207-367.44097626302715i
277.5                                             350.47238050520104                                0.9806609210183833-350.47100850304355i
278                                               346.4755345117429                                 0.9977224754921682-346.4740979713489i
278.5                                             352.0580196685947                                 1.2196166177679741-352.05590713447526i
279                                               355.72309329002974                                1.88740674903414-355.7180861238165i
279.5                                             347.15157359815953                                2.473570074093941-347.14276098280794i
280                                               327.1549621132217                                 0.9710526466507148-327.1535209837439i
280.5                                             295.42145005671824                                1.8086641309264715-295.4159133961398i
281                                               623.8250097858141                                 61.955779734074866-620.7407866346579i
281.5                                             280.8062362836228                                 3.8749098058857516-280.7794996251864i
282                                               369.73016411099053                                1.0689087038044482-369.7286189730556i
282.5                                             348.2130603644923                                 0.8067203078390701-348.21212588126576i
283                                               323.75451014264155                                0.85013118349302-323.7533939817043i
283.5                                             382.8667672963269                                 13.305891551406537-382.6354854818904i
284                                               831.9547413049033                                 244.35217648233964-795.2614069776379i
284.5                                             380.0475328569984                                 2.8391715163339843-380.0369275949274i
285                                               338.7582737450667                                 8.809722139858103-338.6437018852647i
285.5                                             341.23960239743906                                5.486371507717373-341.19549523996005i
286                                               330.82755319130246                                2.0258915944826543-330.82135014806926i
286.5                                             366.0498903876438                                 61.30915025194169-360.8790799536472i
287                                               375.8756631864051                                 4.844625857258556-375.844440927524i
287.5                                             387.7208999973388                                 8.643992453530357-387.62453184648894i
288                                               349.4274538640388                                 13.051569921457109-349.1836222340479i
288.5                                             351.244614755151                                  6.664800539666696-351.18137739387737i
289                                               346.4873527796559                                 15.473328187309363-346.14167872572284i
289.5                                             340.8485772131289                                 1.9815974282919944-340.8428169403699i
290                                               335.47868255125866                                1.103961707576076-335.4768661396436i
290.5                                             323.76430842135375                                2.7571744082216783-323.75256817026195i
291                                               330.8389428513306                                 0.884336870714196-330.8377609271425i
291.5                                             329.6787700669497                                 1.2454041545482784-329.6764177209958i
292                                               325.7187188732568                                 3.5464176813783257-325.6994116452545i
292.5                                             321.2085402589714                                 3.844255243023881-321.18553522368614i
293                                               318.857430020757                                  3.326290728390876-318.8400797726537i
293.5                                             318.5246363546146                                 4.33730320191113-318.4951047752134i
294                                               321.6359337892124                                 3.2129940483571673-321.6198852274278i
294.5                                             313.04014954985234                                9.817935340816868-312.88615082140893i
295                                               317.2849821837295                                 10.35570562294719-317.1159398081093i
295.5                                             442.1576473670299                                 133.60493397599285-421.4891537660458i
296                                               319.2650039884823                                 6.706516561623209-319.1945572959763i
296.5                                             309.9004261590651                                 3.290569666221011-309.88295578305355i
297                                               311.7907087134559                                 3.5717521219895367-311.77024974621645i
297.5                                             307.1493876078606                                 1.7386168840349203-307.1444668543035i
298                                               309.3581061297599                                 2.1718449822811854-309.35048232961384i
298.5                                             304.00541905244654                                2.561438594774791-303.9946279880268i
299                                               291.5773979239191                                 0.5602770943972333-291.5768596265159i
299.5                                             292.2494105547847                                 1.4606053781553177-292.2457606220292i
300                                               319.77893466940213                                1.9580209399085005-319.77294008764505i
