% Model:              biconAndDipole_fullFeature_addCablesV1_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 2 2022, 12:50
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      abs(emw.Vport_1) (V)                              Lumped port voltage (V)
99                                                0.0024051572399668413                             0.002247910970539991-8.553815625151558E-4i
99.5                                              0.0022118639590977883                             0.0020362899736422846-8.636349441747051E-4i
100                                               0.0022119825957001606                             0.002018366257539232-9.050219080815082E-4i
100.5                                             0.002249282677218557                              0.002034559146263049-9.590837515008015E-4i
101                                               0.0023207541508504423                             0.002080413528255604-0.0010284840203623133i
101.5                                             0.002458171231480643                              0.0021829442852217065-0.0011302035440118538i
102                                               0.0028184798217219128                             0.002477563301128679-0.0013436921501422663i
102.5                                             0.007276890917876622                              0.006266405566866-0.0036993651755708123i
103                                               0.0010178129623490508                             8.766193779691426E-4-5.171863228032464E-4i
103.5                                             0.001618183696850494                              0.0013802026680082924-8.447242579537553E-4i
104                                               0.0018065100653198876                             0.0015233530064788837-9.710171130077012E-4i
104.5                                             0.0019066032251409486                             0.0015886333604281163-0.001054220045461448i
105                                               0.0019745379808824735                             0.0016247132965827493-0.0011220993458043946i
105.5                                             0.002031107719336258                              0.0016490150669363085-0.001185811062760159i
106                                               0.002027072840438909                              0.0016280256498393956-0.0012077072426337767i
106.5                                             0.002092487570850927                              0.0016540036210284201-0.0012817083349149628i
107                                               0.002128334866190339                              0.0016570842806100654-0.001335620076816933i
107.5                                             0.002158725831038029                              0.0016544699647511802-0.0013866601419695657i
108                                               0.002182868250949717                              0.0016455597240063436-0.0014342409127243727i
108.5                                             0.002188123262746756                              0.0016214762038050793-0.0014692509429867241i
109                                               0.0016994984085964464                             0.0015419500478041118-7.14622201515424E-4i
109.5                                             0.002372754825054825                              0.0016984383597643542-0.001656886416717188i
110                                               0.002373519227924397                              0.0016620228917859372-0.0016944832346489406i
110.5                                             0.0023970880192353563                             0.0016419966225341858-0.0017463900090037192i
111                                               0.0024294342009717877                             0.0016260166502864721-0.0018050541237986711i
111.5                                             0.0024788960132450413                             0.0016185548516784317-0.0018775530982079762i
112                                               0.002670902321144719                              0.001696446716667485-0.002062956069964738i
112.5                                             0.0020865199979559755                             0.0012898331606743018-0.001640090277849102i
113                                               0.0021395758558962683                             0.0012836464356012073-0.0017117349886891268i
113.5                                             0.0012224124801923793                             7.161985788526707E-4-9.906320544881934E-4i
114                                               0.0035553668266408017                             0.002000247289347569-0.0029393271429760223i
114.5                                             0.003018446484557022                              0.0016271714804944042-0.002542308429990408i
115                                               0.0036380856624707862                             0.0019019278610079376-0.0031013444986001267i
115.5                                             0.003031912130872195                              0.0014892013685750825-0.0026409790709439698i
116                                               0.0030237854268899645                             0.0014047875852865343-0.002677657586043621i
116.5                                             0.0030392521072656045                             0.001325018286916791-0.0027352111272906355i
117                                               0.003056760900468167                              0.0012377018591362616-0.002794974295145056i
117.5                                             0.0030130484393590977                             0.001118015106448725-0.002797946232449212i
118                                               0.0032185840381662384                             0.0010745809384941974-0.00303390161629599i
118.5                                             0.003209894752431547                              9.363173445854911E-4-0.003070298707278488i
119                                               0.0032258673317778356                             7.88250625763376E-4-0.0031280794416406847i
119.5                                             0.003236254394437663                              6.153652823287593E-4-0.003177210738182397i
120                                               0.003230619715850386                              4.1062458134966335E-4-0.0032044174512120987i
120.5                                             0.0031965849570102203                             1.6750780126281002E-4-0.0031921930586824056i
121                                               0.003114124080394078                              -1.1873070343214418E-4-0.003111859863193195i
121.5                                             0.0029440724787624093                             -4.4615535486089403E-4-0.0029100701296592814i
122                                               0.0025586882519362977                             -7.913767973229034E-4-0.002433230021032901i
122.5                                             0.003406828145358234                              -6.317327804736425E-4-0.003347744271308677i
123                                               0.0019811584662753077                             -0.0010953668948161124-0.0016508059347589094i
123.5                                             9.596148293847261E-4                              -7.229381683541866E-4-6.310475620044583E-4i
124                                               2.678726675925199E-4                              2.4604991499153607E-4+1.0590186672476805E-4i
124.5                                             0.0015376333575474299                             0.0015242405783066136+2.0250185600656202E-4i
125                                               0.0026444134627735087                             0.0026245847308611317-3.232298758289219E-4i
125.5                                             0.0035134743748134697                             0.0033199444558643077-0.0011499873879511672i
126                                               0.0041810993848282125                             0.0036626598374549786-0.002016560185292055i
126.5                                             0.004712750426098384                              0.0037776937701906998-0.002817631338083972i
127                                               0.005163838478962822                              0.0037612209588407668-0.0035381414239108663i
127.5                                             0.005574535215300534                              0.003670242190473148-0.004195803275881346i
128                                               0.005973727569439377                              0.003534446936504591-0.004815922126333999i
128.5                                             0.006402285242600082                              0.003377377981518077-0.005438986513825133i
129                                               0.0069043085200059745                             0.003209843444905435-0.006112804691679974i
129.5                                             0.00767183231271623                               0.0030874894553624414-0.007023134620485541i
130                                               0.011016920093242035                              0.003661358574482398-0.010390716131717983i
130.5                                             0.005249205115599308                              0.001480535861881361-0.0050360865667020815i
131                                               0.006836421638484114                              0.001472537648103064-0.006675948898400355i
131.5                                             0.007383574947195067                              0.0010377958035030356-0.007310277619289032i
132                                               0.00908524753217669                               0.001961116553100963-0.008871062201680022i
132.5                                             0.008997752497906564                              6.299797358526119E-4-0.008975671314503383i
133                                               0.009385101607643146                              -3.7971608284104657E-4-0.009377416908841038i
133.5                                             0.009867892857903435                              -0.0012033013346446726-0.00979425215895037i
134                                               0.010420260807273861                              -0.002141817534384878-0.010197767056616324i
134.5                                             0.010579748973773902                              -0.003065560634305545-0.010125879040629811i
135                                               0.011142436080479394                              -0.00422073495788434-0.010312093784623087i
135.5                                             0.011546470587957549                              -0.005415211407145482-0.010197865877451527i
136                                               0.011855223529463587                              -0.006628874692095268-0.009828750950657257i
136.5                                             0.012038549942815708                              -0.007792036991497254-0.009176646677779772i
137                                               0.01204014235259611                               -0.008801171693173026-0.00821610641959246i
137.5                                             0.011711796937755342                              -0.009467570266389457-0.006894294798033638i
138                                               0.009413707053994731                              -0.008303448363083664-0.0044351579205292565i
138.5                                             0.06387469686704113                               -0.054869708463811444+0.03270003047326918i
139                                               0.009397534199505805                              -0.009107309278741068-0.0023174483235313113i
139.5                                             0.005663159359752322                              -0.005663045571059346-3.589977793048027E-5i
140                                               0.020394498369847098                              0.013781020208209004-0.01503392981820226i
140.5                                             0.016722276972040387                              -0.01636846564433723-0.0034216778895424884i
141                                               0.013065301273376764                              -0.013055010909971578-5.184472052422964E-4i
141.5                                             0.010408927961273759                              -0.010376138723000191+8.255461852874368E-4i
142                                               0.032033074468650974                              -0.03176480114435066-0.0041370603299925365i
142.5                                             0.012490333206902019                              -0.012245051177751744+0.002463157581982913i
143                                               0.010763257450845732                              -0.010348266438839997+0.002959914300104636i
143.5                                             0.009562610254914138                              -0.008995834323714858+0.0032432205764737422i
144                                               0.008334428826218186                              -0.0076532602659775345+0.0033000471451944628i
144.5                                             0.006598506329624416                              -0.005900349919613703+0.002954006873419229i
145                                               0.002244417830022859                              -0.0019615918638391477+0.0010906735329348455i
145.5                                             0.07980189648337196                               -0.07567467251824969+0.025331534134325148i
146                                               0.015415190000776553                              -0.012862231125422358+0.008496534189671558i
146.5                                             0.012436814224213036                              -0.009981801954620784+0.007418758507076261i
147                                               0.012217800731787852                              -0.00934725566997735+0.007867875581232335i
147.5                                             0.00126556213320848                               -4.068407511879559E-4+0.0011983856291628411i
148                                               0.0069739132924357015                             -0.005256193927914593+0.004583436702144486i
148.5                                             0.007201700494074853                              -0.005188257423975026+0.004994644622886198i
149                                               0.007099197432071259                              -0.00492823825352652+0.005109899401750002i
149.5                                             0.006802601217739295                              -0.004518634717092146+0.0050850096972452i
150                                               0.006412314738010074                              -0.0041120411015041014+0.004920253883575739i
150.5                                             0.005355148821990108                              -0.003220036402800421+0.004278899913564485i
151                                               0.010351855637699985                              -0.008265789372868275+0.006231985332713713i
151.5                                             0.007417726991191941                              -0.004651590542060505+0.005778008233368201i
152                                               0.006896531650635978                              -0.004062744011726989+0.005572814361110578i
152.5                                             0.006622344473871046                              -0.003717634415494639+0.005480386910003729i
153                                               0.006435000141670717                              -0.0034526361061475623+0.005430334312160563i
153.5                                             0.006298747933810236                              -0.0032301743125502354+0.005407420775584172i
154                                               0.006209057994118207                              -0.003039414614136782+0.005414273725782154i
154.5                                             0.006193580098965712                              -0.0028857616094718056+0.005480220285317262i
155                                               0.00743160947041417                               -0.0030676536464042878+0.006768923136397108i
155.5                                             0.007152344608886823                              -0.002962429889050856+0.006509995588073047i
156                                               0.004494913736924875                              -0.001825000471637801+0.004107751548099976i
156.5                                             0.005021881877016363                              -0.001904564369660056+0.004646711971763129i
157                                               0.005502320813997576                              -0.0019528031727671584+0.005144132007305165i
157.5                                             0.004914089263593177                              -0.001629096531263908+0.004636196477974767i
158                                               0.005046284316278217                              -0.0015458844762371187+0.004803668034621522i
158.5                                             0.005029892662325769                              -0.0014088513399882151+0.0048285565230544855i
159                                               0.00493840422395048                               -0.0012390948911878456+0.004780426772764554i
159.5                                             0.0034815641562716973                             -6.111159567591572E-4+0.0034275102132058184i
160                                               0.005367706285284609                              -0.0011584171236353007+0.005241215558699376i
160.5                                             0.005238919966838179                              -9.52278488331324E-4+0.00515164518378325i
161                                               0.005214591308308805                              -7.83966421864378E-4+0.00515532338094119i
161.5                                             0.005277066638076295                              -6.214505266738871E-4+0.005240346510069215i
162                                               0.004610892484701201                              -3.955285753740434E-4+0.004593896674016145i
162.5                                             0.007464350675315932                              -5.540086109029488E-4+0.0074437628564547114i
163                                               0.005302274018372495                              -6.964179585522976E-5+0.005301816649619078i
163.5                                             0.004988715030542557                              1.5211653615375336E-4+0.004986395312787566i
164                                               0.006469355417257679                              3.543625715992283E-4+0.006459642922224948i
164.5                                             0.0058721311847731465                             6.555707385300214E-4+0.005835422149079575i
165                                               0.005875565767779492                              9.660919794640446E-4+0.0057955965507199905i
165.5                                             0.005961411476337498                              0.0013218711010517315+0.005813009855695474i
166                                               0.006088894084024423                              0.0017362385208514607+0.005836103748664784i
166.5                                             0.006251629046033391                              0.002225111914867218+0.005842237815728175i
167                                               0.006465886028533416                              0.0028154134903963426+0.005820749866819387i
167.5                                             0.006965863720438361                              0.0036699371327051276+0.005920711005758635i
168                                               0.006089270672443463                              0.003765161981541479+0.00478568412821351i
168.5                                             0.006444190402210988                              0.004740046519008836+0.004365724331377375i
169                                               0.006725464822226616                              0.005027580016399438+0.004467137366782973i
169.5                                             0.006338589077010035                              0.0056391710939045665+0.0028943843664693365i
170                                               0.0058606913007427704                             0.005642837874173638+0.0015830613533257373i
170.5                                             0.005106452576142399                              0.005093450718276727+3.6416712218105297E-4i
171                                               0.004176430286082256                              0.004144231292244103-5.176069270111123E-4i
171.5                                             0.0030284577175227973                             0.0028884252667296887-9.102503091682621E-4i
172                                               0.0017395619758112902                             0.0015547217583280124-7.803307772156197E-4i
172.5                                             2.4011629575989652E-4                             2.0367848279977845E-4-1.271648974121178E-4i
173                                               0.0017803688136705726                             -0.0012978676300674605+0.0012187094516388371i
173.5                                             0.005983976206095496                              -0.003861002348859219+0.004571720912000276i
174                                               0.013912095580522945                              0.008497170459647825-0.011015647852999588i
174.5                                             0.0038080395497190737                             -0.0016285590858985198+0.0034422319090906734i
175                                               0.026984428518167493                              -0.005773728750016609+0.026359503765688054i
175.5                                             0.06560408621674359                               0.06484675885375643-0.009939516814045275i
176                                               0.019177077893171617                              0.010808432063066056-0.015841026256491628i
176.5                                             0.011916210307836975                              0.005350480074768283-0.010647461249993247i
177                                               0.01702752890008276                               0.006728858484735729-0.015641585723178888i
177.5                                             0.015189647947453935                              0.004593777018289908-0.014478349956877787i
178                                               0.008025353122358449                              0.002158038445166406-0.007729758263214463i
178.5                                             0.008377278805776524                              0.0018299785019414278-0.008174960481381225i
179                                               0.009167195980917642                              0.0015488667885437668-0.0090354022502542i
179.5                                             0.011767202238716133                              0.0013540946904510964-0.011689032299388094i
180                                               0.02515540908149998                               7.71007357693161E-4-0.025143590708409064i
180.5                                             0.013814942233839743                              -0.001306810360064345+0.01375299515040842i
181                                               0.007382297820780331                              5.283902081126515E-4-0.0073633636948522855i
181.5                                             0.00429731136008144                               -1.273381746467668E-4-0.004295424299736014i
182                                               0.011863993033395815                              -0.001232913594610558-0.01179975655531456i
182.5                                             1.8610606021615548E-4                             -3.707534607421137E-5-1.8237566823087103E-4i
183                                               0.0027695627971669533                             -4.819657273413745E-4-0.0027273040030622803i
183.5                                             0.003896605861303751                              -8.921005246391509E-4-0.003793111373567259i
184                                               0.004846861244353276                              -0.0014091097179209325-0.004637507274913386i
184.5                                             0.005303725005586675                              -0.0016864721019694874-0.005028450137384679i
185                                               0.009596979770185119                              -0.004032097454432997-0.00870885818160437i
185.5                                             0.006265043819153695                              -0.0029271171933577715-0.0055392020176434475i
186                                               0.0075123806252829824                             -0.00406131641789868-0.006319934462700841i
186.5                                             0.008579155943219677                              -0.005302818299859929-0.0067440369791951895i
187                                               0.013310321506698966                              -0.00804946427614951-0.010600508642451356i
187.5                                             0.011393959469951573                              -0.008894650290410928-0.007120920489247995i
188                                               0.012623315904983046                              -0.010849999954473031-0.0064517908695906415i
188.5                                             0.013838482350855873                              -0.012842709261216417-0.005154455607221341i
189                                               0.014855445772005335                              -0.014522707904248408-0.003126535496819443i
189.5                                             0.015475467138944559                              -0.015467842577764521-4.8572539366180205E-4i
190                                               0.015453788648062185                              -0.015267689916676519+0.002391072601823255i
190.5                                             0.014313569761787888                              -0.013467187531912147+0.00484903488396182i
191                                               0.009596696115550916                              -0.008210499390242055+0.004968327293673886i
191.5                                             0.06133927576786418                               -0.03507715254467944-0.05031997735575184i
192                                               0.027861776546936595                              -0.022299230526629625+0.016703978875455255i
192.5                                             0.026174140089730586                              -0.016667592849005514+0.020181103985080252i
193                                               0.012343212902958459                              0.012338481614644965+3.417253470674322E-4i
193.5                                             0.014653812663983                                 -0.008539009261578459+0.011908801216822197i
194                                               0.008168767738355322                              -0.003893425754245068+0.007181225679462799i
194.5                                             0.01027821757417391                               -0.003914430203713292+0.009503630500093875i
195                                               0.009864848203675855                              -0.002225283069616226+0.009610585067603643i
195.5                                             0.010130646032429205                              -0.009644902689241694-0.0030993291450621924i
196                                               0.011912304204993566                              -0.004420599461955352+0.011061703841147956i
196.5                                             0.011726605333348093                              -0.004988157204364618+0.010612801720029132i
197                                               0.012793937847603416                              -0.0037396403728087854+0.012235192500749538i
197.5                                             0.013556312824136704                              -0.00312078301373832+0.013192207198456807i
198                                               0.012308533301202828                              -0.0019186723936487338+0.01215807091082583i
198.5                                             0.01009551317319074                               -8.800995890618362E-4+0.010057077654239374i
199                                               0.04230354673626649                               -0.01750245759183573-0.03851303733430376i
199.5                                             0.018279856326657143                              -0.0012131553188606062+0.018239555956643994i
200                                               0.017559306614084065                              -2.2470809431221705E-5+0.017559292236025342i
200.5                                             0.01779753101607143                               9.094649819768291E-4+0.017774278711514074i
201                                               0.019230883226221705                              0.0018975266617195746+0.019137039014137967i
201.5                                             0.026001104888797127                              0.0038893026812437284+0.025708574057926672i
202                                               0.26651394572550985                               0.2294043566946542-0.13565885299416278i
202.5                                             0.013636615717903906                              0.0029072898364317173+0.013323098515163981i
203                                               0.17898763576022053                               0.13415047322963955-0.11849145238073985i
203.5                                             0.004755838568772193                              -7.496917885100557E-4-0.004696377616255078i
204                                               6.377772207112909E-4                              -6.425387064633887E-5-6.345322870943465E-4i
204.5                                             0.03841666309265526                               -0.016011188540084244-0.034921080233985546i
205                                               0.014166600183929654                              0.004922189289003287+0.013283998395608796i
205.5                                             0.011763932748945544                              0.004652117369260057+0.010804995034905956i
206                                               0.011347598841197291                              0.004966878128919174+0.01020284867638477i
206.5                                             0.011084165553784817                              0.005316035402289064+0.009726175693730769i
207                                               0.008661233682133656                              0.004530217352405682+0.007382011896257617i
207.5                                             0.016245296918996288                              0.009194930747723332+0.01339264426955791i
208                                               0.015622833715587052                              0.009312757295300188+0.012543742857046961i
208.5                                             0.015070792352438392                              0.009702934849190914+0.011531775121058858i
209                                               0.012049136066553858                              0.009488967403719186-0.0074257105761996785i
209.5                                             0.05595087799723259                               0.050876947502402035+0.023281687256275777i
210                                               0.004296300778840311                              0.002793803831953105+0.0032638720150808633i
210.5                                             0.01759409447046013                               0.012103909317314114+0.012769006988552881i
211                                               0.004513954063383076                              -0.003265621704175114-0.0031163273530797446i
211.5                                             0.005342654039253867                              0.004439410146371613+0.002972471990691995i
212                                               0.005622097279716281                              -0.0032431376221334126+0.004592388941117252i
212.5                                             0.03668279396514382                               -0.01272841584682226+0.03440370333437311i
213                                               0.023045238157539182                              0.019585752257633895+0.012144188331884874i
213.5                                             0.01273237654258814                               0.011825130884915084+0.004720136859973036i
214                                               0.012643977147085107                              0.012211940116244583+0.0032769920191032978i
214.5                                             0.012863026394956959                              0.012783538046071788+0.0014277965758449339i
215                                               0.015478411993758143                              0.014696700276941522-0.004856772469270405i
215.5                                             0.003928280060779487                              0.0038104716144965454+9.548247540956282E-4i
216                                               0.0055882632588939805                             0.0055829665497599944+2.4325039561191237E-4i
216.5                                             0.003214738998722127                              0.0028005416984439725+0.001578452731373827i
217                                               0.0016907869352069667                             0.0016291552765966564-4.523422874371121E-4i
217.5                                             0.0032726343040716714                             -0.0014661232627533813+0.0029258533569883594i
218                                               3.2199087793720283E-4                             -3.396904245228306E-5+3.201940499597793E-4i
218.5                                             0.009701462738215186                              -0.0063268867308639305+0.0073545145017054414i
219                                               0.0216515834747395                                -0.006950407828515395+0.020505679651767812i
219.5                                             0.04215819896549273                               0.022387587618207628+0.03572267712043918i
220                                               0.027772643396070947                              0.005719609868995222+0.027177302738715915i
220.5                                             0.03664842826162996                               0.025740908162989885+0.026086642961338627i
221                                               0.035535445704778686                              0.03262155304069721+0.014092628521686539i
221.5                                             0.026720210121003802                              0.026552269092772373+0.0029910925989676384i
222                                               0.048215617716740385                              0.045467372228908697+0.01604568024125844i
222.5                                             0.02577892043560096                               0.025107748649225475-0.005844116408180205i
223                                               0.04286199118328639                               0.04095275600537854-0.012649982757302572i
223.5                                             0.03191066587463013                               0.0285551158289606-0.014244155171751243i
224                                               0.027123549500313995                              0.02260641388254562-0.014987894744327249i
224.5                                             0.013690971294916308                              0.010368676556929227-0.008940539215059046i
225                                               0.016383584915257234                              0.011749083441889815-0.011418445294826916i
225.5                                             0.043518008419548636                              0.029608117515002214-0.031893203571007486i
226                                               0.03142078803042329                               0.018585285460750476-0.025334819612446585i
226.5                                             0.06316892820128128                               -0.0035141025322247815+0.0630711072797334i
227                                               0.03507785219296                                  0.015211200129098152-0.03160814934638966i
227.5                                             0.022961562064993207                              0.008789969947825532-0.0212124906783918i
228                                               0.026218046351931472                              0.007718460441628967-0.02505616337197369i
228.5                                             0.023260584834629283                              0.005083946897358292-0.022698200166397044i
229                                               0.0228845853555218                                0.0030391693166640565-0.022681880362060165i
229.5                                             0.020174606640192144                              7.90748368197119E-4-0.02015910390133149i
230                                               0.06153647632950159                               0.016698854295799107-0.05922741075092665i
230.5                                             0.02651685146847757                               -0.002641222139210088-0.0263849835590748i
231                                               0.025636745374321087                              -0.005272774189333658-0.02508865412364861i
231.5                                             0.027938376030957546                              -0.008955498089789253-0.02646416273398734i
232                                               0.03047018127401015                               -0.012694487671276717-0.027699854325155614i
232.5                                             0.01239776487909814                               -0.006245293208552008-0.010709849986653103i
233                                               0.016962810564941554                              -0.010453742297829414-0.013358750474227183i
