% Model:              biconAndDipole_fullFeature_addCablesV1_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 2 2022, 12:50
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      abs(emw.Vport_1) (V)                              Lumped port voltage (V)
233.5                                             0.021791166688834095                              -0.015272584503843436-0.01554358736693412i
234                                               0.02247472650195874                               -0.01865374610238215-0.012535991691354505i
234.5                                             0.02353572965134945                               -0.022024526142160328-0.008297639329032444i
235                                               0.014666542724342849                              -0.01386236330026189-0.00478981828637856i
235.5                                             0.01816723308817598                               -0.01816693815213121+1.0351935449696894E-4i
236                                               0.0130311821271218                                -0.012111398089574663+0.00480892336662437i
236.5                                             0.02253843967325895                               -0.019832042617418735+0.010708470877114998i
237                                               0.02157247970669117                               -0.01471568406382106+0.015774045873820874i
237.5                                             0.022612067564606163                              -0.009710733813615556+0.020420755332441i
238                                               0.02707343101121906                               -0.003671516339158475+0.026823322584842657i
238.5                                             0.06349811444484153                               0.021803175121965016+0.059637505754777505i
239                                               0.02421162194197841                               0.009058414161857459+0.02245323517744271i
239.5                                             0.13347032604488016                               0.13346888360101297-6.205198029618412E-4i
240                                               0.08733112760773946                               0.04034098065697963-0.07745534925925045i
240.5                                             0.03590645774502633                               -0.018756291515989832-0.03061821739361338i
241                                               0.014280265618766186                              -0.010709618764700673-0.009446165997762627i
241.5                                             0.007719012435761318                              -0.006670020684806741-0.0038850967874286056i
242                                               0.0035984379408050622                             -0.0033628660317709305-0.0012805809877499397i
242.5                                             7.661389885223329E-4                              7.588073519186344E-4+1.0573718555103055E-4i
243                                               0.0070653766892708626                             -0.0069241335120445524-0.001405675235847049i
243.5                                             0.002948118569010659                              0.0029456460423994565-1.207165682161047E-4i
244                                               0.11078356123136861                               0.10162522645989362-0.044105677481246504i
244.5                                             0.005155326924477762                              -0.005037387525276438+0.0010964135252880915i
245                                               0.004752000427526803                              0.002712999283494024-0.0039014283219067133i
245.5                                             0.05990078120071489                               0.0566377499937615-0.019500483688875192i
246                                               0.10046214240273395                               -0.09460664526835644+0.03379681534130939i
246.5                                             0.0072458597863573                                -0.007156250534300297+0.0011360291958733158i
247                                               0.018294363216956242                              0.013828818171167082-0.011976957606283855i
247.5                                             0.017243174299906867                              -0.014560771269337077+0.009236395399668458i
248                                               0.004927229392531754                              -0.0038544130030870767+0.0030693793979014875i
248.5                                             0.02258162583484092                               0.0044960201558012555-0.02212951938256644i
249                                               0.007998788966631979                              -0.006331844821836254+0.004887572616841503i
249.5                                             0.013205961830777874                              -0.00921015394782352+0.009464168855919306i
250                                               0.018876863403095                                 -0.009956639030436164+0.016037497035282736i
250.5                                             0.014150263816951445                              -0.007984710950365398+0.011682223980408876i
251                                               0.015193588265875815                              -0.005795248198272294+0.014044935838706456i
251.5                                             0.03001407043087744                               0.019172040843275978-0.023092797009748065i
252                                               0.022525083149859123                              0.013406258606823923-0.018101149164487507i
252.5                                             0.01640490668325773                               0.008167040155622389-0.014227452982977855i
253                                               0.01645842435688195                               0.00701594269836599-0.014888125481888241i
253.5                                             0.030736038677549333                              0.008463716900647521-0.029547750672656997i
254                                               0.01291099609833613                               -0.0076422160595569855+0.01040626512973315i
254.5                                             0.008152711582193628                              -0.0043218152388340494+0.006912931301829632i
255                                               0.0017697397346771995                             -7.929957732368454E-4+0.00158213034612317i
255.5                                             8.826710614582023E-5                              -4.362228532151793E-5+7.673446585912733E-5i
256                                               0.0017622809833383764                             5.718099755798896E-4-0.0016669335967768484i
256.5                                             0.0021169213777372732                             6.090642882671097E-4-0.002027411357440506i
257                                               0.004121453641864685                              0.0015774641948495738-0.0038076222023734527i
257.5                                             0.0014743705164245158                             -3.086491006877178E-4+0.0014417018250479385i
258                                               0.007804857021245625                              0.0016439758053709815-0.007629753382216359i
258.5                                             0.00835806299094557                               0.0018013337532622375-0.00816164282911058i
259                                               0.010081959776499647                              0.0012568157601185335-0.010003315804275825i
259.5                                             0.0066548000174085735                             9.013186096691558E-4-0.006593480722316947i
260                                               0.004347402692557846                              2.9317393872868016E-4-0.00433750610523023i
260.5                                             0.010223171795656924                              4.6784329049835726E-4-0.01021246122240133i
261                                               0.007251885486694965                              -6.746214964437565E-5-0.007251571689675448i
261.5                                             0.009636015450118102                              -6.200654470879467E-4-0.009616044540050883i
262                                               0.056898702320057726                              -0.017447537913516394-0.054157601003579824i
262.5                                             0.11989444295802344                               0.1150559665520881-0.03371649467218566i
263                                               0.007634986637253908                              -9.20106810103064E-4-0.007579341950924744i
263.5                                             0.010463306025122418                              -0.0019212620340162947-0.010285403500690222i
264                                               0.004549551835922383                              0.0017713951196287026+0.004190534719806094i
264.5                                             0.010337296924607975                              -0.0037874129774815948-0.009618482762136317i
265                                               0.007967742525128912                              -0.0022120194620588217-0.007654534005817772i
265.5                                             0.12249603725820768                               0.11025822088980437+0.053370440041087465i
266                                               0.025204186028176017                              -0.0077962225307609-0.02396810187715663i
266.5                                             0.019027986597826025                              -0.007685616603395625-0.017406767976642198i
267                                               0.019729181698326794                              -0.00891849775286709-0.017598324020136055i
267.5                                             0.026039092797402335                              -0.015555209536854112-0.020882284596669326i
268                                               0.036808753006737166                              -0.02437833811324402-0.027578631741755i
268.5                                             0.1899331801676425                                -0.03652283060811194+0.18638856127178324i
269                                               0.01969398595231915                               -0.015256260061026011-0.01245389945521027i
269.5                                             0.022803643286876316                              -0.01890430081772877-0.01275278627390574i
270                                               0.044998092864543766                              -0.04450929278985897-0.0066144702579052275i
270.5                                             0.06385440228503304                               -0.03517283877717042+0.05329405317231942i
271                                               0.03432825961234451                               0.009637129853100623+0.03294776375123204i
271.5                                             0.01977970818648921                               0.011706698028182923+0.015943339588041346i
272                                               0.010786624445994254                              0.008133857797833153+0.007084604735872682i
272.5                                             0.0030340914469912748                             0.002542592431496461+0.0016555768287828026i
273                                               7.168634065842962E-4                              -6.094795542406946E-4-3.773961004862214E-4i
273.5                                             8.050614083186128E-4                              -7.764268448715409E-4-2.1280325591205683E-4i
274                                               0.01307217154392109                               0.012684552050388325+0.0031597164674523584i
274.5                                             0.002376288130623058                              -0.0023682561138907337+1.9521336726563884E-4i
275                                               0.01461116888585436                               -0.014569849386493921-0.0010980642357536483i
275.5                                             0.008323947071704295                              0.007686420248092765-0.003194845633554784i
276                                               0.003632240136331272                              0.002931677204605215-0.002144396692772578i
276.5                                             0.01689251385426561                               0.014282456057727277-0.009020447509721733i
277                                               0.0339400502246702                                -0.026366792162850386+0.0213709915608562i
277.5                                             0.011889553756311174                              -0.007105925970147736+0.009532434349681781i
278                                               0.014071367616935917                              -0.006710194487324719+0.012368374046463413i
278.5                                             0.01158583437343572                               -0.004086669483132152+0.010841157256691788i
279                                               0.010196666097687771                              -0.0018673227689231344+0.010024225914473217i
279.5                                             0.024465921037982317                              0.009445122739009628-0.022569247853701926i
280                                               0.009569603694784549                              -8.281410505117672E-4+0.009533703229894004i
280.5                                             0.010428368186978504                              -1.2462361272181033E-4-0.010427623506741002i
281                                               0.01657263176934211                               -7.835368569417215E-4+0.016554099001637672i
281.5                                             0.0033903739842703518                             3.44015948628463E-4+0.0033728754469008306i
282                                               0.010804792602797588                              0.0030791448413292153+0.010356756743092171i
282.5                                             0.008498321810086593                              0.0036927636339359406+0.007654081939179491i
283                                               0.0059294755495678505                             -0.0032728304013781317-0.004944417200918427i
283.5                                             0.07424379956504319                               0.03504325893170757+0.06545312656626576i
284                                               0.09814072947565751                               -0.02771667140525442-0.09414557296138434i
284.5                                             0.011620597863829098                              0.009773854898028718+0.006285702438479683i
285                                               0.03981885387828545                               -0.022650814041858872+0.03274876711299797i
285.5                                             0.05292893236804757                               0.04754133706671784+0.023265707630116764i
286                                               0.023507025063314126                              0.0160921078374324+0.017135468849019724i
286.5                                             0.1549588746286081                                0.15410423246367044-0.016252334076916647i
287                                               0.040004282716180194                              0.03248790598207339-0.02334263482420169i
287.5                                             0.058450776337343885                              0.007731464374576987-0.05793718765234335i
288                                               0.0818808051596971                                0.07060132685403299-0.041471904948413935i
288.5                                             0.05776272805654163                               -0.004342216930305152-0.05759928736246789i
289                                               0.08260836145403912                               0.019839952438887868-0.08019050859886002i
289.5                                             0.028207630522848436                              -0.017679369899841882-0.02197977023669937i
290                                               0.015471136372537893                              -0.012029578967895551-0.00972858111508713i
290.5                                             0.009166089924388495                              0.009144679472571669-6.261324507663181E-4i
291                                               0.00828057838407343                               -0.00793702797444475-0.0023604163420179935i
291.5                                             0.018584345758613147                              0.01824305267993456-0.0035452695515030977i
292                                               0.04283020616403855                               0.02178275763875242-0.03687733761682666i
292.5                                             0.046777378909558937                              0.0337781963157916-0.032359799617740104i
293                                               0.04295831693292212                               0.026769971839891896-0.03359740468251645i
293.5                                             0.04698170954662987                               -3.381794189331558E-4-0.046980492404874834i
294                                               0.03808583378295632                               0.02992805089237772-0.02355509509057915i
294.5                                             0.07669087026006154                               0.022827696823176726-0.07321465590300016i
295                                               0.08189506156969964                               -0.04307249554413711-0.06965314951317839i
295.5                                             0.1320534310413055                                -0.08916806337878404-0.09740207966495366i
296                                               0.06468711758394055                               -0.061130016286558585-0.021155242615570082i
296.5                                             0.024291230624250332                              -0.010050742344069488-0.02211439494025658i
297                                               0.04641926868468299                               -0.0463745357639036+0.0020373850650323437i
297.5                                             0.029485477128521863                              -0.026791961897082047+0.012311951072104274i
298                                               0.03333852035886391                               -0.030223408120297814+0.01407133758078098i
298.5                                             0.03330235304483505                               -0.03025990204206537+0.013906295219340151i
299                                               0.002628663034971219                              0.001425059113664123-0.002208863027438986i
299.5                                             0.023375807512384026                              -0.012600082187004378+0.01968924340183656i
300                                               0.022656489216219218                              0.0019353686259419058-0.022573676082693696i
