% Model:              biconAndDipole_fullFeature.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 1 2022, 14:45
% Table:              Table 9 - s12
% freq (MHz)                                      abs(emw.S12) (1)                                  S12 (1)
69.5                                              0.004631811395555725                              -0.002259713742236121+0.004043188173601261i
70                                                0.004834394785432467                              -0.001907555195595809+0.0044421398128798315i
70.5                                              0.005003870906497264                              -0.0014721664324367134+0.004782410484692454i
71                                                0.005133151934493628                              -9.706926945966021E-4+0.005040536129743786i
71.5                                              0.005218130038989379                              -4.283658829122896E-4+0.005200517644827298i
72                                                0.0052582981432082185                             1.2567838391396613E-4+0.0052567960115153575i
72.5                                              0.005256603039917978                              6.634715931546893E-4+0.005214564312035254i
73                                                0.005218631668657785                              0.0011624356842365434+0.005087520002234041i
73.5                                              0.005151459173424349                              0.0016076137158494634+0.0048941914302641i
74                                                0.005062526083270916                              0.001991786075499839+0.004654240923420629i
74.5                                              0.004958792233639604                              0.0023141208895175232+0.004385711450278402i
75                                                0.004846249062905792                              0.0025782261002667544+0.00410352045877909i
75.5                                              0.0047297521529713                                0.002790277271823678+0.0038190192687234323i
76                                                0.004613095724889943                              0.0029575791180547453+0.003540251110789232i
76.5                                              0.004499299799374501                              0.003087696970292133+0.0032725870659617608i
77                                                0.00439136972302006                               0.0031883786576576666+0.003019663818978923i
77.5                                              0.0042966047469517364                             0.0032708985760704326+0.0027860428669689583i
78                                                0.0013871171547591716                             0.0013682331062067428+2.2810560735551398E-4i
78.5                                              0.004051173661066522                              0.0033152101364573986+0.002328387807743642i
79                                                0.003973759213138425                              0.003348153500475565+0.002140240739088884i
79.5                                              0.003894304282213926                              0.0033641381476232474+0.0019616779465997337i
80                                                0.003818576607122067                              0.003370538720724246+0.0017947133577701036i
80.5                                              0.0037475029489432393                             0.0033701422414091796+0.0016388775503398008i
81                                                0.0036811641049254253                             0.003364664123514274+0.0014933199601315618i
81.5                                              0.00361938190364421                               0.0033553147677683206+0.0013571249661040819i
82                                                0.0035618710102683798                             0.003342977576710657+0.0012294006732550748i
82.5                                              0.0035082879373763576                             0.0033282902742892404+0.0011093097410606787i
83                                                0.003458243718029145                              0.003311687605630777+9.960797237166994E-4i
83.5                                              0.0034112963461378626                             0.0032934197820509896+8.890044433908888E-4i
84                                                0.0033669237144929726                             0.0032735473461175295+7.874408371058971E-4i
84.5                                              0.0033244674694079992                             0.0032519032923116285+6.90803106973918E-4i
85                                                0.0032830217176102665                             0.0032279969085794867+5.985545559946413E-4i
85.5                                              0.003241200888998704                              0.003200794171301488+5.101959190432731E-4i
86                                                0.0031966055766796606                             0.003168194026788945+4.252456013627382E-4i
86.5                                              0.00314440098136818                               0.0031256157417485666+3.431963964885579E-4i
87                                                0.003072597292537253                              0.00306128845075971+2.633764289993907E-4i
87.5                                              0.0029392274966078377                             0.0029334366591155046+1.844116150703172E-4i
88                                                0.002389235249968532                              0.002387192505216892+9.877764285754445E-5i
88.5                                              0.0037681536406195806                             0.0037673933809210013+7.568997758769925E-5i
89                                                0.0038079188536485078                             0.003807915868852121-4.767778933905527E-6i
89.5                                              0.003447833484089164                              0.0034468234208251056-8.345082179309603E-5i
90                                                0.00335676441768188                               0.003353285805607423-1.5277978180029816E-4i
90.5                                              0.0033112276504796124                             0.003303926900912214-2.197625689905919E-4i
91                                                0.0032841660349113184                             0.0032717476308976473-2.853313592663171E-4i
91.5                                              0.0032672695966556374                             0.0032484796646539884-3.49900679564648E-4i
92                                                0.003257099539128191                              0.0032307127220913444-4.137544140020889E-4i
92.5                                              0.003252035986591046                              0.003216841092666175-4.771492875584011E-4i
93                                                0.003251351676531639                              0.003206134960967677-5.403576006182295E-4i
93.5                                              0.003254941942562298                              0.003198459113436889-6.037436120769607E-4i
94                                                0.003263489212325451                              0.0031944090979763398-6.679164272052176E-4i
94.5                                              0.003279495171620806                              0.0031962432199844713-7.342464568436672E-4i
95                                                0.0033125467054288763                             0.0032126356861165847-8.074265439889401E-4i
95.5                                              0.003437521909302595                              0.0033100402635175595-9.274644633774178E-4i
96                                                0.0029705988383946663                             0.00285576422357673-8.179658660426713E-4i
96.5                                              0.003181108441315241                              0.0030420063827509385-9.304021080745862E-4i
97                                                0.0032191933635877805                             0.003059084442149133-0.0010026007620028703i
97.5                                              0.0032227507186884585                             0.0030413567362705908-0.0010659603170608543i
98                                                0.003331580789542629                              0.003235678265609176-7.936099285630718E-4i
98.5                                              0.0030380599194537936                             0.002838974443566226-0.0010816802591197764i
99                                                0.003977904701741209                              0.003716825174626066-0.0014173695486360412i
99.5                                              0.0036672267852343493                             0.0033761430539707388-0.0014318555700437781i
100                                               0.00366833698247638                               0.0033473145656469586-0.0015007269623791087i
100.5                                             0.003730869284748234                              0.003374812844900204-0.0015906048792124303i
101                                               0.0038503563975393735                             0.0034517436671608146-0.001706080315895941i
101.5                                             0.004080075741980468                              0.003623425892203593-0.0018755806738197285i
102                                               0.004682691329101918                              0.004116500310521504-0.0022320446404860833i
102.5                                             0.012138670330656616                              0.010453134748598878-0.006170842027146527i
103                                               0.0016682374906288426                             0.001436921984967258-8.475090172130161E-4i
103.5                                             0.0026726828231350107                             0.002279874554852492-0.0013947779347326522i
104                                               0.0029873375427322273                             0.0025194146161245886-0.001605221351177218i
104.5                                             0.003154208242134888                              0.002628552226897305-0.0017434858259317396i
105                                               0.0032670904906591494                             0.0026887187193488683-0.001855982737629427i
105.5                                             0.003360438442120617                              0.002728821396388382-0.0019611426031512853i
106                                               0.0033576364570462366                             0.002696982562254557-0.002000001909144301i
106.5                                             0.0034633287499121757                             0.002738138721432688-0.0021206702648359074i
107                                               0.0035219861719230743                             0.0027428036622846384-0.002209392374698375i
107.5                                             0.0035715053817198315                             0.0027379705443466946-0.0022932875942505734i
108                                               0.0036102999611755263                             0.002722454708876124-0.0023711824408472293i
108.5                                             0.00361683443553686                               0.002681160654004434-0.00242752319896304i
109                                               0.002769832578867043                              0.0024728400779187717-0.0012478118704323735i
109.5                                             0.003927430771312685                              0.0028127188498634054-0.002741044533581465i
110                                               0.003923544149169765                              0.0027487515696751823-0.002799743470158028i
110.5                                             0.003957914588569921                              0.0027126103456737976-0.002882157699182695i
111                                               0.004004201679433773                              0.0026816155585483357-0.0029736457565977398i
111.5                                             0.0040699723583682                                0.002659306550774193-0.0030810328896152144i
112                                               0.00429854424639839                               0.0027335382898793508-0.003317416322382251i
112.5                                             0.0034911228645704228                             0.002159525775067578-0.0027430616621478216i
113                                               0.003532925829576514                              0.0021213302912080653-0.002825158882769605i
113.5                                             0.0019153034943749936                             0.0011244068016691337-0.0015505150176393812i
114                                               0.006115778836271681                              0.003445864009590669-0.005052600518702851i
114.5                                             0.0051337288878710325                             0.0027713958396193917-0.004321404562674255i
115                                               0.002486871254110242                              0.0016406330107194805-0.0018689173225847583i
115.5                                             0.005036538069932234                              0.0024772886854214264-0.00438517462582275i
116                                               0.005037634786512137                              0.002344500596553526-0.00445882060583708i
116.5                                             0.005073611861870917                              0.002216670943638323-0.004563760209799246i
117                                               0.0051233468507535474                             0.0020799357182615147-0.004682152321425079i
117.5                                             0.00517882597635413                               0.0019271298139459218-0.004806912644677566i
118                                               0.00523493675006919                               0.001752367184026725-0.004932927328632687i
118.5                                             0.005286911438997959                              0.0015493522695952393-0.00505479377507209i
119                                               0.005329135633125518                              0.0013109539072105956-0.005165373795710954i
119.5                                             0.005353919685267393                              0.0010288291009666985-0.005254138052744499i
120                                               0.005349784750737221                              6.934417752806005E-4-0.005304652239639862i
120.5                                             0.005298511870320431                              2.9494244733384035E-4-0.00529029649383541i
121                                               0.00516930677947202                               -1.7369125600780086E-4-0.005166387899478883i
121.5                                             0.004904023256574075                              -7.077520014602657E-4-0.004852682887377701i
122                                               0.004342480836873181                              -0.0012650899091173429-0.0041541169146354405i
122.5                                             0.0074406592210909716                             8.568974768114436E-4-0.007391152573086304i
123                                               0.003285058281401024                              -0.0018162060514727704-0.002737335107507873i
123.5                                             0.001588859372491001                              -0.001195881178743834-0.0010461081740808429i
124                                               4.3934614675382303E-4                             4.031950710120083E-4+1.7452441485091245E-4i
124.5                                             0.0025414021898597107                             0.0025183582487790022+3.4146276726824856E-4i
125                                               0.004377491703147398                              0.004346051205573163-5.237103490101782E-4i
125.5                                             0.0058208849445196996                             0.005504599413432249-0.001892640175780237i
126                                               0.006929884703085674                              0.006077043103028867-0.003330592908475921i
126.5                                             0.00781259323175444                               0.006270084455940422-0.00466075679694077i
127                                               0.008561019667371774                              0.006243802540662145-0.00585713134378488i
127.5                                             0.009242129840929208                              0.0060933962136054875-0.006948919813943204i
128                                               0.009908924716074241                              0.005871275121133419-0.007982162456426625i
128.5                                             0.010608540657284452                              0.00560501669221386-0.009006937479368957i
129                                               0.011437720650796667                              0.005326427319138174-0.010121789649049176i
129.5                                             0.012698005886044151                              0.0051198062308966275-0.011620109192261661i
130                                               0.018246773364882802                              0.006080445473228919-0.01720386355085643i
130.5                                             0.008725620178501196                              0.0024668652829185744-0.008369648927846276i
131                                               0.011340639228266586                              0.0024504131649563084-0.011072740104721493i
131.5                                             0.012238927607240001                              0.0017305580915121118-0.012115961277057772i
132                                               0.01511477503284883                               0.003391848865602335-0.014729283267238175i
132.5                                             0.013746676242356816                              -3.699227643427475E-4-0.01374169803410766i
133                                               0.015590112358281153                              -6.127506647366883E-4-0.015578065989290695i
133.5                                             0.016348144227751667                              -0.0019811567665523055-0.016227656563956305i
134                                               0.017134519962713566                              -0.003503675758015943-0.016772478365921988i
134.5                                             0.01790922292517576                               -0.0052033406954181596-0.01713667153770085i
135                                               0.018639938210004748                              -0.007067394991842725-0.017248165830083827i
135.5                                             0.019288360903763374                              -0.00905322849342037-0.017031732742141915i
136                                               0.01980765184704925                               -0.011084045274041941-0.01641605957764841i
136.5                                             0.020137445422386723                              -0.013043483784404541-0.015342237089341954i
137                                               0.02018619581772659                               -0.014764051574743453-0.01376609177253725i
137.5                                             0.019669703118875687                              -0.015902996199186933-0.011575488442107049i
138                                               0.011531684082158992                              -0.010091108342117221-0.005581153124433274i
138.5                                             0.09095762102620485                               0.004734361710670215+0.09083432524073287i
139                                               0.014149595742269424                              -0.013717374353439796-0.003470547581757261i
139.5                                             0.009449464884874137                              -0.009448332772107135-1.462683766085226E-4i
140                                               0.009629102117699531                              0.007724383185439192-0.005749218381448897i
140.5                                             0.0302535408574295                                -0.029354427955404834-0.007320812374532173i
141                                               0.02209274463073601                               -0.022066611636005297-0.0010742514717841313i
141.5                                             0.017326556489480623                              -0.017276952626338653+0.0013101403476013507i
142                                               0.04903305320793691                               -0.04876197896773263-0.005148758495285348i
142.5                                             0.02004535592651279                               -0.019647616061508808+0.0039733458596153785i
143                                               0.017034640118610674                              -0.01636872704736332+0.004716326835525372i
143.5                                             0.014684916811614747                              -0.013797136779367352+0.00502849862836554i
144                                               0.011829347461608013                              -0.010833274111390631+0.004751171791771528i
144.5                                             0.006217170658956562                              -0.0055345561801805835+0.00283229569272265i
145                                               0.045949219634612966                              0.03385596284898425-0.031066132115184535i
145.5                                             0.016009462046350502                              -0.014127561722530647+0.007530927883708894i
146                                               0.02497402127935092                               -0.02102321562834502+0.013480583945274117i
146.5                                             0.02126439235816313                               -0.01728406838111225+0.012386902863869662i
147                                               0.02106990162964305                               -0.01654551178934181+0.013045566078617902i
147.5                                             0.03701741404063089                               -0.02749139861327448+0.024789351434467723i
148                                               0.007291449965059989                              -0.00542822351149333+0.004868226792400322i
148.5                                             0.01070536035865111                               -0.0077200282354493365+0.007416596554514989i
149                                               0.010851823582968758                              -0.0074970083909023915+0.007845823109312117i
149.5                                             0.010543626530484813                              -0.006966267681588255+0.007914491455728674i
150                                               0.009649182434811372                              -0.00613987827146515+0.007443696425289148i
150.5                                             0.006081667536395665                              -0.003822392646772292+0.004730327100439253i
151                                               0.015298731561973089                              -0.010972182954801138+0.01066125642744245i
151.5                                             0.012232825035504487                              -0.007638781419892804+0.009554633785151884i
152                                               0.011398400142277557                              -0.006717632502888427+0.00920852536292375i
152.5                                             0.010931492574274396                              -0.006145456070340116+0.00904051434316301i
153                                               0.010604164320840567                              -0.005700060980875915+0.00894190168575365i
153.5                                             0.010352162799384931                              -0.00532019927697339+0.008880470386092229i
154                                               0.010177302919314811                              -0.004993780382811229+0.008867900100911348i
154.5                                             0.010089274486215615                              -0.004713910191423477+0.008920342502695468i
155                                               0.010773892211188059                              -0.00464730041967753+0.009720048980718347i
155.5                                             0.01190252489686217                               -0.004935748519669326+0.01083090418529339i
156                                               0.011788367022185976                              -0.004917609855821745+0.010713669322677767i
156.5                                             0.009290002636358425                              -0.0035462937700551024+0.00858649809177262i
157                                               0.00940201863659688                               -0.0033456517168905958+0.008786613058066347i
157.5                                             0.007181459887934563                              -0.0024153525941941222+0.006763093816274681i
158                                               0.008401565741215417                              -0.002601965215688669+0.00798849697504548i
158.5                                             0.008451282520464993                              -0.0023971431925569604+0.00810418908683003i
159                                               0.008382965470085357                              -0.0021463153216244404+0.008103544941123211i
159.5                                             0.007889124379720449                              -0.0017134656981457209+0.007700799879231867i
160                                               0.008905934964405303                              -0.0019346298331888857+0.00869326664716736i
160.5                                             0.008686773144746304                              -0.0015860595188858075+0.008540751891422517i
161                                               0.00865608983636099                               -0.001309164305163305+0.008556516819199172i
161.5                                             0.008745491201148762                              -0.0010369497315261724+0.008683798224490146i
162                                               0.026531073337320774                              0.01778181899280708-0.019690220053045084i
162.5                                             0.004636520587500122                              -2.610034250826623E-4+0.0046291684318468685i
163                                               0.00943302305019264                               -1.9481896161912437E-4+0.009431011050659377i
163.5                                             0.008187785953488865                              1.7914808084568116E-4+0.008185825846258817i
164                                               0.009719690196486677                              6.208545893803077E-4+0.009699841086044896i
164.5                                             0.009834307498511717                              0.0011170146038286654+0.009770664376086063i
165                                               0.00947879721571141                               0.0015292184308559147+0.009354629209504188i
165.5                                             0.00973177862316146                               0.002128409701920753+0.009496177510503474i
166                                               0.00995534213819192                               0.0028055908124789844+0.009551832142651649i
166.5                                             0.010196559298384665                              0.0035907189670782535+0.009543403943297132i
167                                               0.01045054971859579                               0.004502667993157927+0.00943079903105955i
167.5                                             0.010697584258690435                              0.005550610708143685+0.009144890909049819i
168                                               0.010898504063745455                              0.0067236213113773865+0.008577313523981039i
168.5                                             0.01098360906936599                               0.008021466450048495+0.007503048992203451i
169                                               0.011359048288843918                              0.00849317429073578+0.0075428090586645985i
169.5                                             0.010650367816837307                              0.009471740963782229+0.004869954594134688i
170                                               0.009829478677905956                              0.009460086660718816+0.002669346633747241i
170.5                                             0.008559378705310603                              0.008536558727449071+6.246030049060761E-4i
171                                               0.006989910658900892                              0.006937281961276833-8.561366766815682E-4i
171.5                                             0.005069685977541678                              0.004837088952013735-0.0015179876090368398i
172                                               0.002919477161560626                              0.002610459618339401-0.0013072289309426263i
172.5                                             4.2794895301602676E-4                             3.622642724263066E-4-2.2782647631684993E-4i
173                                               0.002911669107449375                              -0.002123490350963677+0.0019921359694155412i
173.5                                             0.00980356961234948                               -0.006329637744321672+0.007486365150715037i
174                                               0.022970511856034166                              0.014033427442107548-0.01818536029764901i
174.5                                             0.00963453290060907                               -0.0044762669005274525+0.008531544927395093i
175                                               0.03589644732240247                               -0.008105753803185175+0.03496929632766671i
175.5                                             0.10777299067001841                               0.10632239046841846-0.017622905635593586i
176                                               0.03137521797713585                               0.01771536167137509-0.025895371477643703i
176.5                                             0.019595241773424                                 0.00881117008888929-0.01750247930504715i
177                                               0.00849521367987924                               0.003269786396821071-0.007840736724694387i
177.5                                             0.021397704053663782                              0.006759930781178767-0.020301849043913495i
178                                               0.013736303997374874                              0.0037239479811706157-0.013221885604626605i
178.5                                             0.014154618600835334                              0.0031100465050110685-0.013808723274502319i
179                                               0.015308348223870463                              0.0026022217813448222-0.015085554916673518i
179.5                                             0.019427655749731355                              0.0022546510420696476-0.019296381956433285i
180                                               0.03660205967243051                               0.0014906877083670166-0.03657169154442118i
180.5                                             0.03478667256259164                               -0.0038939448784395037+0.03456804566735933i
181                                               0.023009386999750258                              0.002078526090691915-0.02291531408020822i
181.5                                             0.007576308965396144                              -2.054904330506158E-4-0.0075735217185313895i
182                                               0.019690040748553263                              -0.002010276072780198-0.019587151267882102i
182.5                                             4.476716150299644E-4                              -7.679784897418948E-5-4.4103510664852323E-4i
183                                               0.004671126774367311                              -8.087633380078643E-4-0.004600579007614752i
183.5                                             0.0065090945357602304                             -0.0014866195998816977-0.006337055612878214i
184                                               0.008052720197109658                              -0.0023436515246002356-0.007704128769963337i
184.5                                             0.00890411309599779                               -0.0028027653688694684-0.008451493141060066i
185                                               0.01385504739675451                               -0.005661337940639204-0.012645615488705679i
185.5                                             0.010405458032128402                              -0.004854497332786377-0.009203662993849537i
186                                               0.012523217471414065                              -0.006764239505956995-0.010539261821512035i
186.5                                             0.014338071696551555                              -0.008858932461255034-0.01127384653179094i
187                                               0.012475258033002793                              -0.007180174618633667-0.01020182118231493i
187.5                                             0.01886739436612269                               -0.014730063101340568-0.011789987752212608i
188                                               0.020924081563120343                              -0.01798736917785744-0.01068979603732348i
188.5                                             0.022950634775285274                              -0.021302233456322806-0.008540871522324585i
189                                               0.024655146328840093                              -0.024104630277408043-0.005181026894929278i
189.5                                             0.025726322199593078                              -0.02571372117750911-8.05106901346099E-4i
190                                               0.02580728569988741                               -0.0254988056398837+0.003978304429659497i
190.5                                             0.024306206004728374                              -0.022888405944230337+0.008180007559679578i
191                                               0.018868550912693332                              -0.016187165907855062+0.009695250044040905i
191.5                                             0.03616791059677772                               0.005133184834541999-0.035801790044506634i
192                                               0.05154644225887374                               -0.044821508355885706+0.02545718166354383i
192.5                                             0.0418656942532563                                -0.029215760885228925+0.02998625803937973i
193                                               0.05334418550887059                               -0.025533710344577992+0.046836222773020346i
193.5                                             0.009573329283773033                              -0.005292245272824898+0.007977516753213924i
194                                               0.019522662253236088                              -0.009494110131256077+0.0170586111471453i
194.5                                             0.02250201128087841                               -0.007949770946116836+0.02105092999344817i
195                                               0.01768478943762937                               -0.0037924990303929993+0.01727335313590721i
195.5                                             0.017294709084810986                              -0.01607384406601097+0.006382671797124421i
196                                               0.022197339588299954                              -0.009517831516727426+0.020053248315858918i
196.5                                             0.047003239356596664                              -0.012568052736245868+0.045291815600972105i
197                                               0.02143600747484107                               -0.006295738852031489+0.02049063417194459i
197.5                                             0.022210164722577506                              -0.005067272797598799+0.02162438816241379i
198                                               0.020352177209545155                              -0.0031724677208021983+0.02010339687040967i
198.5                                             0.0162970840860711                                -0.001438058373333042+0.01623351279986432i
199                                               0.010514856110292797                              -0.001410641037461311+0.010419802823642674i
199.5                                             0.03285985777036546                               -0.00240511397377317+0.03277172072781361i
200                                               0.029518570102131898                              -9.149384993108355E-5+0.029518428307582705i
200.5                                             0.023314938993834845                              0.003893859337641547+0.02298748006513333i
201                                               0.0318490396012656                                0.0031293724305981436+0.031694926277144056i
201.5                                             0.044317496131419734                              0.0067010226506616834+0.043807953145447484i
202                                               0.4598109296176511                                0.4501808464896179+0.09361248020290638i
202.5                                             0.020225298074801647                              0.004123259966683241+0.01980054063559181i
203                                               0.34680258172218725                               0.34676004431112006+0.00543160736103265i
203.5                                             0.008021218189843844                              -0.0012512654855658825-0.007923021894057426i
204                                               8.526149895503857E-4                              -4.4613364051274737E-5-8.514469849344894E-4i
204.5                                             0.05961557769087345                               -0.02448198694900755-0.05435668697083361i
205                                               0.023430474346909244                              0.008135727975057036+0.02197264341031926i
205.5                                             0.01946118428730194                               0.007689325363452941+0.017877694742871274i
206                                               0.018743950462526474                              0.008196580205390951+0.016856801353704078i
206.5                                             0.018224882697690136                              0.008731336001128152+0.01599719103405247i
207                                               0.01419917975017489                               0.007414574818636956+0.012109532849644177i
207.5                                             0.026838911090740193                              0.015079288377030167+0.022202301920724796i
208                                               0.025548777129815108                              0.015023304781990853+0.020664954058898226i
208.5                                             0.0287663176067789                                0.01848808110079507+0.022038418406603092i
209                                               0.01614525597183473                               0.010506593910577941+0.012258905937899661i
209.5                                             0.04628617820370357                               0.03811776621034682+0.02625730739886224i
210                                               0.019650816603430335                              -0.011229951836272562-0.01612584183652599i
210.5                                             0.007988843969650248                              0.005240230862466781+0.006030058745938366i
211                                               0.012490826786302216                              0.009472932349732163+0.008141517457010262i
211.5                                             0.014315693636346024                              0.01178501293721253+0.008127272258233467i
212                                               0.014486398382201829                              0.012600458109984052+0.007147320722228497i
212.5                                             0.009952703867025807                              0.0077942917391284295+0.006189130031762523i
213                                               0.05225812761254992                               0.042326725857022976+0.030648983340299807i
213.5                                             0.02178752779169639                               0.020237609371877265+0.008070658844558355i
214                                               0.02093629783437507                               0.02021038386435436+0.005465249405571813i
214.5                                             0.021562990639082284                              0.021395303652503885+0.0026839424208250297i
215                                               0.025709528591541176                              0.025159185943307-0.005291051225359356i
215.5                                             0.004873225174467571                              0.004800777281997992+8.371744679076512E-4i
216                                               0.010144217972324064                              0.01013882537578824+3.307238565555666E-4i
216.5                                             0.00852627460254761                               0.008447165504941675-0.0011587724238054026i
217                                               0.006299965264725867                              0.006017309797959214-0.0018658899035410743i
217.5                                             0.014344341241204024                              0.010410740214494967-0.009867958949570266i
218                                               0.005016715793417991                              -0.003842802027523652+0.003224951151442392i
218.5                                             0.021792701903145802                              -0.014174622161002248+0.01655300404253556i
219                                               0.045086160879905045                              -0.013427726445852554+0.04304019127959391i
219.5                                             0.04968555778309018                               0.0088949409364986+0.04888286691626213i
220                                               0.04524407299716426                               0.011681499936904177+0.0437100526263334i
220.5                                             0.055604625273262                                 0.03818720184309827+0.04041796589605122i
221                                               0.058695489649803416                              0.05389423694420207+0.023250198481569676i
221.5                                             0.04545088497335871                               0.044387433522738086+0.009774389501446722i
222                                               0.05443104296779576                               0.05435914909674092-0.002796667309552328i
222.5                                             0.040251775500886704                              0.03929850466716035-0.008708212325096294i
223                                               0.07066004424545298                               0.06752125361462798-0.0208259972889286i
223.5                                             0.0535834022277229                                0.04802304222382657-0.023769064135268546i
224                                               0.0456649885951925                                0.03812673099208958-0.02513252011350826i
224.5                                             0.02267533003564151                               0.017216285269900697-0.014757036075400317i
225                                               0.041283453398454836                              0.029786935484021004-0.028584296370090388i
225.5                                             0.14969341941254288                               -0.054185146930542424+0.1395424296317611i
226                                               0.058768078421859674                              0.0351905194107853-0.04706712637284107i
226.5                                             0.013034238482619339                              7.383564364160969E-4+0.013013308672070982i
227                                               0.05368240625133258                               0.023676980759931642-0.04817884725714116i
227.5                                             0.17008904841195577                               -0.14034633166446886-0.09608949775085485i
228                                               0.03463845224182451                               0.011091580815917717-0.032814618826265886i
228.5                                             0.038443602220902824                              0.008837174327288502-0.037414100304940086i
229                                               0.03772121799057528                               0.005411428772587004-0.03733104238206747i
229.5                                             0.03297130065754644                               0.0016673985073276194-0.03292911248831471i
230                                               0.12658002639789967                               0.11237736461571644+0.05825659623527017i
230.5                                             0.04351939705594902                               -0.0042375943755087915-0.043312593018913104i
231                                               0.04155702081818989                               -0.008427339191655133-0.04069356132648335i
231.5                                             0.04193374807001221                               -0.013068853405949064-0.03984525439563746i
232                                               0.008453329242251874                              -0.003733132554277729-0.007584358681530197i
232.5                                             0.04184924004182387                               -0.02115498702852278-0.0361085227598863i
233                                               0.14747584535532857                               -0.11594590161840954-0.09113546434381561i
233.5                                             0.025048496264657754                              -0.01839719012003924-0.016999134119351608i
234                                               0.036402986628268116                              -0.02992442154918248-0.020729361553233863i
234.5                                             0.036238698537342365                              -0.033380784647514455-0.014105548128188532i
235                                               0.04158434369637983                               -0.04128670540390857-0.004966447175749629i
235.5                                             0.029320405052639886                              -0.029319876918420744+1.7598278191114356E-4i
236                                               0.02901771548718831                               -0.027661279827091535+0.008768204515335347i
236.5                                             0.06088827252545077                               -0.058798651015278+0.015814561957800496i
237                                               0.03589387526923837                               -0.024492177903770156+0.026239350284900632i
237.5                                             0.03619371501721502                               -0.01579768589643795+0.03256406189443912i
