% Model:              biconAndDipole_fullFeature.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 1 2022, 14:45
% Table:              Table 8 - tickle Z
% freq (MHz)                                      abs(emw.Zport_2) (Ω)                              Lumped port impedance (Ω)
253                                               450.70760183227594                                1.7186444630068636-450.7043250409421i
253.5                                             434.3546220569118                                 4.195304114020655-434.3343609773392i
254                                               442.9487101041872                                 1.420965260466634-442.9464308928246i
254.5                                             439.09882027340944                                1.2377683265937018-439.0970757077182i
255                                               412.0349488922418                                 15.72029923943461-411.7349527310682i
255.5                                             428.63715913220744                                0.8609646811202099-428.63629446040517i
256                                               424.9874338558599                                 0.847797258536427-424.98658822979024i
256.5                                             419.2096640313848                                 0.9043333885167373-419.2086886008315i
257                                               419.46912763197497                                0.8799919191631861-419.4682045764045i
257.5                                             415.82149690796314                                0.926368882482936-415.8204650224334i
258                                               423.81683612018674                                1.2299815231257798-423.81505131882466i
258.5                                             414.39769512978165                                0.9223172313996049-414.39666873636924i
259                                               406.05371201413345                                1.0033862587987807-406.05247229449606i
259.5                                             410.51976328444283                                0.886178758301787-410.51880679735405i
260                                               402.98801843530174                                0.8267052798453804-402.9871704667425i
260.5                                             409.4981865065272                                 1.2051977350235685-409.4964129886293i
261                                               396.8065661937472                                 0.8798067594138248-396.8055908307477i
261.5                                             384.75355450450803                                0.8911040837085579-384.752522587397i
262                                               335.32121293135486                                1.8082898192684542-335.3163371052543i
262.5                                             624.7895927761309                                 110.44880835476089-614.9496694644016i
263                                               398.01874972155207                                3.1048625015478004-398.00663934004166i
263.5                                             415.71577065994325                                1.1531618783159843-415.7141712680396i
264                                               406.9556627650366                                 1.396890769977964-406.9532653176615i
264.5                                             412.9763125080939                                 2.8717068826500123-412.9663279159246i
265                                               399.0028367763642                                 1.5686640248428203-398.9997531938624i
265.5                                             416.17378314827124                                20.223587925590405-415.6821192586472i
266                                               401.0526886897728                                 1.7627138453414668-401.0488149155852i
266.5                                             401.608652094139                                  1.5428029429199568-401.60568869968773i
267                                               395.25279490284123                                1.3955110580458046-395.25033134381346i
267.5                                             390.50543462401606                                1.639452302933493-390.501993166537i
268                                               384.4047909371985                                 2.0528810969024662-384.3993092796516i
268.5                                             518.8349918433618                                 111.26331823178633-506.76446479321487i
269                                               390.5561580235819                                 1.6158577980629842-390.5528153447591i
269.5                                             385.8909925304072                                 1.790637780986766-385.88683798808177i
270                                               381.16989436865873                                4.814611570761444-381.13948613130754i
270.5                                             385.0301454819866                                 9.170006142885796-384.9209320330855i
271                                               384.04786994774787                                2.9041584605326753-384.0368892112298i
271.5                                             380.0323631643724                                 1.4898137389603905-380.0294429479387i
272                                               378.92200935259535                                0.948623712684372-378.92082192043773i
272.5                                             380.20812435782335                                13.98105072968199-379.95098111228526i
273                                               373.0897715655908                                 0.6745939646264152-373.0891616890628i
273.5                                             369.9714546417216                                 0.6641917500459009-369.9708584456763i
274                                               373.7450534874322                                 1.5060156828987594-373.7420192098908i
274.5                                             364.3962639706046                                 0.6609201712306915-364.3956646013531i
275                                               356.3603792381049                                 3.0599446666756416-356.34724164691215i
275.5                                             367.1894891658823                                 0.902970468622271-367.1883788986716i
276                                               358.1961563549974                                 0.6673018627315634-358.1955347791451i
276.5                                             349.8923398250657                                 1.8029884824434512-349.8876944117804i
277                                               361.3673629176951                                 1.89029254221479-361.3624188763879i
277.5                                             347.3438812323067                                 0.8915311772361095-347.34273707921807i
278                                               331.4293937654925                                 1.2446180202524721-331.42705679794085i
278.5                                             365.53202549936856                                1.080766826070016-365.5304277467728i
279                                               349.3010430705929                                 0.8657641496556439-349.29997014406024i
279.5                                             336.9608049099285                                 21.13201475729901-336.29752005901594i
280                                               338.02059552678696                                2.4100624215537754-338.01200363213127i
280.5                                             278.49187642727884                                2.664395648091356-278.47913069351745i
281                                               382.2641750964548                                 2.3970392735077213-382.256659542897i
281.5                                             219.30706134774692                                7.7671739593696625-219.1694736172657i
282                                               371.72237847686216                                1.0253811771384738-371.7209642378771i
282.5                                             351.5570036075287                                 0.8957289822697774-351.55586249569825i
283                                               334.24685264061                                   0.7882926524018279-334.24592307887286i
283.5                                             184.33988971605518                                22.733364718032355-182.932744660775i
284                                               323.7901720031553                                 15.737631548290254-323.4074866775399i
284.5                                             325.58752340539644                                17.27971997400429-325.1286617246772i
285                                               342.12826434090874                                3.2014087641514033-342.1132856859662i
285.5                                             343.29221568777984                                6.08087928662497-343.2383548773748i
286                                               333.94680116236333                                8.65495071294197-333.8346264765409i
286.5                                             317.96938448903785                                10.916434204369954-317.78193928635915i
287                                               375.51400100564194                                4.838274656282973-375.4828305656806i
287.5                                             389.7079853636065                                 7.751010673631081-389.6308967339451i
288                                               349.0916284680897                                 15.526980723582472-348.7461511416467i
288.5                                             353.71757971490695                                8.78609603186589-353.60844265358025i
289                                               348.09246187910543                                4.27780046035259-348.06617537514023i
289.5                                             343.02261349155873                                2.3447345572377505-343.0145996695117i
290                                               337.7068972399264                                 1.27558657444917-337.70448815837386i
290.5                                             326.8423208911115                                 2.624231138117405-326.8317856886353i
291                                               329.0407304047278                                 0.7429488315661956-329.0398916428074i
291.5                                             325.81850569099475                                6.17296596449496-325.76002385485236i
292                                               327.14866279293307                                1.509144078276164-327.145181916768i
292.5                                             328.8095283599404                                 3.7939255120569757-328.78763977603444i
293                                               318.46799699145606                                6.640420567926433-318.3987592978828i
293.5                                             321.6952606836087                                 18.57329437589284-321.15864223514427i
294                                               325.24770177674634                                3.9022422850224-325.22429186056246i
294.5                                             315.9910011306091                                 9.61355552291941-315.84472822216355i
295                                               318.3757319853067                                 9.712500182561358-318.22755075163366i
295.5                                             450.0595738358927                                 261.88061211134107-366.0220826692492i
296                                               318.0942465919148                                 3.8244259758978725-318.07125535142717i
296.5                                             310.3659938027169                                 8.245452614556555-310.25644654113023i
297                                               313.91177477902966                                5.4305769250422795-313.8647976106614i
297.5                                             309.55490351854587                                3.052461391865172-309.5398532852069i
298                                               310.72453545330865                                3.778729673234066-310.70155798568356i
298.5                                             301.15186216764823                                1.7194447325273188-301.1469534909061i
299                                               290.2978882513509                                 1.2711184305723742-290.29510533443255i
299.5                                             163.81476810239204                                39.68989344660772-158.93391899351568i
300                                               315.8804059088372                                 1.1601407109773427-315.87827546487347i
