% Model:              biconAndDipole_fullFeature.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 1 2022, 14:43
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      abs(emw.Vport_1) (V)                              (emw.Vport_1) (V)
222                                               0.03265862578067746                               0.03261548945804455-0.0016780003857313967i
222.5                                             0.02415106530053202                               0.02357910280029621-0.005224927395057775i
223                                               0.04239602654727179                               0.04051275216877678-0.01249559837335716i
223.5                                             0.03215004133663374                               0.02881382533429594-0.014261438481161128i
224                                               0.0273989931571155                                0.022876038595253747-0.015079512068104955i
224.5                                             0.013605198021384907                              0.010329771161940417-0.00885422164524019i
225                                               0.0247700720390729                                0.0178721612904126-0.01715057782205423i
225.5                                             0.08981605164752572                               -0.03251108815832545+0.08372545777905666i
226                                               0.0352608470531158                                0.02111431164647118-0.02824027582370464i
226.5                                             0.007820543089571601                              4.430138618496581E-4+0.007807985203242588i
227                                               0.03220944375079955                               0.014206188455958984-0.028907308354284695i
227.5                                             0.10205342904717346                               -0.08420779899868132-0.05765369865051291i
228                                               0.020783071345094706                              0.006654948489550631-0.019688771295759532i
228.5                                             0.023066161332541694                              0.005302304596373101-0.02244846018296405i
229                                               0.022632730794345166                              0.0032468572635522023-0.022398625429240482i
229.5                                             0.019782780394527865                              0.0010004391043965716-0.019757467492988828i
230                                               0.0759480158387398                                0.06742641876942987+0.034953957741162105i
230.5                                             0.02611163823356941                               -0.0025425566253052746-0.025987555811347863i
231                                               0.024934212490913932                              -0.00505640351499308-0.024416136795890008i
231.5                                             0.02516024884200732                               -0.007841312043569438-0.02390715263738247i
232                                               0.005071997545351124                              -0.0022398795325666372-0.004550615208918118i
232.5                                             0.025109544025094317                              -0.01269299221711367-0.021665113655931777i
233                                               0.08848550721319713                               -0.06956754097104571-0.054681278606289366i
233.5                                             0.015029097758794652                              -0.011038314072023544-0.010199480471610964i
234                                               0.02184179197696087                               -0.017954652929509488-0.012437616931940319i
234.5                                             0.021743219122405417                              -0.02002847078850867-0.00846332887691312i
235                                               0.024950606217827898                              -0.024772023242345145-0.002979868305449777i
235.5                                             0.017592243031583934                              -0.017591926151052446+1.0558966914668614E-4i
236                                               0.017410629292312983                              -0.01659676789625492+0.0052609227092012085i
236.5                                             0.03653296351527047                               -0.0352791906091668+0.009488737174680297i
237                                               0.02153632516154302                               -0.014695306742262092+0.015743610170940378i
237.5                                             0.021716229010329012                              -0.00947861153786277+0.019538437136663468i
238                                               0.02553269926947332                               -0.0041663436405950565+0.025190480595928228i
238.5                                             0.06999124331859351                               0.014825974016767223+0.0684029577996208i
239                                               0.03349755144647519                               0.006653075424373034+0.03283020774084221i
239.5                                             0.1227888931766802                                0.12078044832768915+0.022117766372683055i
240                                               0.10240652880101303                               0.07174287986318217-0.07307568904916135i
240.5                                             0.03661149973386408                               -0.018863960927808586-0.03137758580383202i
241                                               0.014468954360842057                              -0.0107803812845536-0.009650596854898502i
241.5                                             0.00810904937411169                               -0.006968129950686361-0.004147510909223612i
242                                               0.004299344571016159                              -0.004001380450719974-0.0015726786794899143i
242.5                                             9.212683163259278E-4                              -8.922474990948805E-4-2.294116627918924E-4i
243                                               0.03834618461461467                               -0.030823735731753656-0.02281068148997578i
243.5                                             0.0030328023741909333                             0.0030302587077561255-1.2418697583215679E-4i
244                                               0.07814746514442088                               0.07419684005579434-0.024532738009308046i
244.5                                             0.006668295654876716                              -0.006516986961005476+0.0014124616422870708i
245                                               0.003837969761930847                              -0.003634310056634325+0.0012336135155477724i
245.5                                             0.0476334727748153                                -0.03960937385693909+0.02645836788712222i
246                                               0.04876135303147517                               -0.046437164214632315+0.014874788373735778i
246.5                                             0.010614252146845546                              -0.010508549699618137+0.0014942328625320842i
247                                               0.013660871777246605                              0.010236547822186902-0.00904613212364563i
247.5                                             0.01608845990180707                               -0.013656895040530585+0.008504572879573964i
248                                               0.004964916534654388                              -0.003922911839209971+0.0030432152237182936i
248.5                                             0.0032135200616124657                             0.0014858890496442945-0.0028493586854822193i
249                                               0.007774865406813736                              -0.006198441404319724+0.00469338430679652i
249.5                                             0.015226282642392053                              -0.010706480493744437+0.01082640099678002i
250                                               0.013679911239601751                              -0.00787221347834703+0.011187860674620223i
250.5                                             0.013572794937416238                              -0.007644918897148692+0.011214988964291078i
251                                               0.022209627686860026                              -0.00994113283035187+0.019860549842293886i
251.5                                             0.048774801813950754                              0.03426283232646272-0.03471368048707706i
252                                               0.016183699018483173                              0.009654951631280625-0.012988226319189422i
252.5                                             0.01710981302108008                               0.008653817491630028-0.014759984567670782i
253                                               0.0143988896111888                                0.006260867605493747-0.012966478275217205i
253.5                                             0.03325708753160198                               0.006883621300984532-0.032536896423433936i
254                                               0.010853792123592233                              -0.006424912939310294+0.008747873866513848i
254.5                                             0.009343837342119445                              -0.00490827949692324+0.007950854586525193i
255                                               0.002863744400214191                              -0.0017971599788869459-0.0022296295656555167i
255.5                                             2.724137676648916E-4                              -1.210167564206094E-4+2.4405779126841337E-4i
256                                               3.9523979393849587E-4                             1.1760019042697798E-4-3.7733895892696156E-4i
256.5                                             0.0032017787734165983                             -8.061803654347202E-4+0.0030986223603867314i
257                                               0.004141268859600781                              0.001117328466320922-0.003987691671361778i
257.5                                             7.912271356570264E-4                              -1.7605206703946935E-4+7.713922801604594E-4i
258                                               0.010284385764587761                              0.002262062940325781-0.01003253017981307i
258.5                                             0.00631144719465211                               0.0010274736804008035-0.006227251683284177i
259                                               0.008116530250886806                              9.306302684379371E-4-0.008063001340507626i
259.5                                             0.005234137137246369                              6.406834692347446E-4-0.005194777787716327i
260                                               0.0036071320194821475                             2.4808224477936437E-4-0.003598590919484818i
260.5                                             0.009794233472476346                              4.623774285723737E-4-0.009783313162059305i
261                                               0.006744875959228452                              -3.862353554595538E-5-0.006744765372337266i
261.5                                             0.0071472643252127755                             -3.4993423990422966E-4-0.007138692692797603i
262                                               0.015360966157585199                              -0.001981740656304228-0.01523259614332464i
262.5                                             0.047544446641951885                              0.017471826765988345-0.04421775295001662i
263                                               0.0023338613982872413                             0.0013287655391470011+0.0019186691138366346i
263.5                                             0.008301324415465649                              -0.0014691604783483505-0.008170284850582955i
264                                               0.0024940882774285578                             0.0010990478022464892+0.002238877009570582i
264.5                                             0.018712795228874677                              -0.004064287271052024-0.01826609630589304i
265                                               0.016327590977640898                              -0.007751654630126257-0.014370180152955029i
265.5                                             0.08252664956319147                               0.026984393555243385-0.07799032242901391i
266                                               0.018993012004901128                              -0.006356243687974827-0.017897839847238507i
266.5                                             0.017884542717151945                              -0.0053945940570334465-0.01705154606366977i
267                                               0.01686493495035977                               -0.007056478703419554-0.015317706720917881i
267.5                                             0.020388620145103842                              -0.010696373332121924-0.017357517937804504i
268                                               0.0248167042852942                                -0.014668193047210036-0.020017815173327947i
268.5                                             0.14682587806949005                               0.003861155123997824+0.14677509990453144i
269                                               0.019715352776491148                              -0.01529062320672258-0.012445560535851089i
269.5                                             0.022434113283464507                              -0.018606827139547345-0.012532973414729764i
270                                               0.04451208988832502                               -0.044038256151357806-0.006477510430228797i
270.5                                             0.06305276616723178                               -0.034540755734337174+0.05275023710506392i
271                                               0.032198185423087014                              0.009427576698019507+0.03078707427058396i
271.5                                             0.019564454350667067                              0.011574627851732572+0.015773264219343823i
272                                               0.010684078393259534                              0.0080288316768597+0.007048928501408529i
272.5                                             0.06966365951850849                               0.023243066603159196-0.06567179997831478i
273                                               4.089102106833985E-4                              -3.435646168113685E-4-2.2174515660189486E-4i
273.5                                             8.8625668843581E-4                                -8.547940225865788E-4-2.3404721050989636E-4i
274                                               0.013702676338468306                              0.013282349288567186+0.0033678682001108597i
274.5                                             0.0023089760894136595                             -0.0023011047029572115+1.9049337918205744E-4i
275                                               0.013077599332391521                              3.8401622742476933E-4-0.013071959907972545i
275.5                                             0.009196777242000688                              0.008516501339412478-0.0034712989751341274i
276                                               0.0031919260301892438                             0.002601425845700022-0.0018495878869422757i
276.5                                             0.023090288441268234                              0.019513501291441516-0.01234441929172352i
277                                               0.024122204359916518                              -0.01829798012656979+0.015718290825316616i
277.5                                             0.009282911027679579                              -0.005513245084603367+0.0074683710261952i
278                                               0.014242160516200928                              -0.0066418890504437835+0.012598589048414415i
278.5                                             0.0078088883296327655                             -0.0028479203411099943+0.007271044400591069i
279                                               0.008955846654598273                              -0.001969598946700233+0.008736582243064872i
279.5                                             0.08842206047815039                               0.08592370476679086+0.020870499235788476i
280                                               0.027452066498379588                              -0.004557723958179615+0.027071075105220527i
280.5                                             0.008877639072153996                              8.53175034195567E-4-0.00883654728140243i
281                                               0.011431893505863145                              7.523062243178116E-4+0.011407112889519793i
281.5                                             0.03270556408579676                               0.0102781763537839+0.031048558952239253i
282                                               0.00935075196472538                               0.002499849491994931+0.00901040036974985i
282.5                                             0.01104490602930835                               0.00404235314987258+0.010278586002362736i
283                                               0.008056159164805931                              0.0037821717981784673+0.007113148176282431i
283.5                                             0.1660120491499209                                -0.1430077936498655-0.08431353045836264i
284                                               0.09168614167551309                               0.06897933159239322+0.060400334340208084i
284.5                                             0.07402096841419992                               0.06990333081714828+0.024343954190811083i
285                                               0.013986424932038513                              -0.008816544614951636+0.010857652758866248i
285.5                                             0.05556060200037417                               0.04890105660389978+0.026375502984136077i
286                                               0.07003579546882277                               0.06984297223604852+0.00519344550229725i
286.5                                             0.08312866463997777                               0.07711601671095897-0.03104021345707836i
287                                               0.03962761674441929                               0.03212798386152876-0.023197858992500316i
287.5                                             0.05435049166472945                               0.004696860215124226-0.054147164730181475i
288                                               0.09007656441011791                               0.08164278164437504-0.03805579668459222i
288.5                                             0.06674543836557861                               4.8648047193035717E-4-0.06674366546245182i
289                                               0.04549216201170877                               -0.0171344304736609-0.04214199920320391i
289.5                                             0.0314986398841066                                -0.01901744711017278-0.025109779369011032i
290                                               0.018482334868911335                              -0.014109271523954083-0.011938390145656752i
290.5                                             0.00516386992546366                               0.004750934459289399-0.002023406625136088i
291                                               0.001113367947709059                              -9.483765643539357E-4-5.83241012935568E-4i
291.5                                             0.05677980787109606                               0.04777029104065123-0.030691136762427983i
292                                               0.024028289024498134                              0.02287933687044098-0.007341295377090989i
292.5                                             0.03886941056788604                               -0.023331689878309893-0.031087993266167287i
293                                               0.06351095536655904                               0.03749303542756809-0.05126318119274474i
293.5                                             0.09094622128361043                               -0.021165036700893192-0.08844917403355036i
294                                               0.043187025549719454                              0.02763966908542547-0.03318384951569508i
294.5                                             0.0768963392206532                                0.014808446549467153-0.07545698706103592i
295                                               0.07896607555157409                               -0.04236137818773483-0.06664198921140192i
295.5                                             0.12685412372450142                               -0.0699413117438961-0.10583091050092244i
296                                               0.04358935758322323                               -0.042684253992243626-0.008836659756024039i
296.5                                             0.06259568893211531                               -0.029430602753442097-0.05524545134628941i
297                                               0.05783809146724694                               -0.057736887815575184-0.0034200306936208857i
297.5                                             0.04283103381757092                               -0.04168724302659345+0.009832152700382539i
298                                               0.04617262144386233                               -0.042820704828722314+0.017271311732744942i
298.5                                             0.030043792217601516                              -0.025970286313756554+0.015105418881842452i
299                                               0.024043865627511502                              -0.017095930693594608+0.01690670364185872i
299.5                                             0.165003083148536                                 -0.014256030793995265+0.16438607919931464i
300                                               0.014147907977523353                              0.006124952805039317-0.012753362430218547i
